hs6,description,GTAP_Code,GTAP_commodity,commodity_name
851810,Microphones and stands therefor,40,ELE , Electronic equipment
851821,"Single loudspeakers, mounted in their enclosures",40,ELE , Electronic equipment
851822,"Multiple loudspeakers, mounted in the same enclosure",40,ELE , Electronic equipment
851829,Other,40,ELE , Electronic equipment
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",40,ELE , Electronic equipment
851840,Audiofrequency electric amplifiers,40,ELE , Electronic equipment
851850,Electric sound amplifier sets,40,ELE , Electronic equipment
851890,Parts,40,ELE , Electronic equipment
851910,(-2006) Coin or discoperated recordplayers,40,ELE , Electronic equipment
851921,(-2006) Without loudspeaker,40,ELE , Electronic equipment
851929,(-2006) Other,40,ELE , Electronic equipment
851931,(-2006) With automatic record changing mechanism,40,ELE , Electronic equipment
851939,(-2006) Other,40,ELE , Electronic equipment
851940,(-2006) Transcribing machines,40,ELE , Electronic equipment
851991,"(-1995) Sound reproducing apparatus,cassette type,",40,ELE , Electronic equipment
851992,(1996-2006) Pocketsize cassetteplayers,40,ELE , Electronic equipment
851993,"(1996-2006) Other, cassettetype",40,ELE , Electronic equipment
851999,(-2006) Other,40,ELE , Electronic equipment
852010,(-2006) Dictating machines not capable of operating without an external source of power,40,ELE , Electronic equipment
852020,(-2006) Telephone answering machines,40,ELE , Electronic equipment
852031,(-1995) Magnetic tape rec incorporating sound repr,40,ELE , Electronic equipment
852032,(1996-2006) Digital audio type,40,ELE , Electronic equipment
852033,"(1996-2006) Other, cassettetype",40,ELE , Electronic equipment
852039,(-2006) Other,40,ELE , Electronic equipment
852090,(-2006) Other,40,ELE , Electronic equipment
852110,Magnetic tape-type,40,ELE , Electronic equipment
852190,Other,40,ELE , Electronic equipment
852210,Pick-up cartridges,40,ELE , Electronic equipment
852290,Other,40,ELE , Electronic equipment
852311,(-2006) Of a width not exceeding 4 mm,33,CRP ," Chemical, rubber, plastic products"
852312,(-2006) Of a width exceeding 4 mm but not exceeding 6.5 mm,33,CRP ," Chemical, rubber, plastic products"
852313,(-2006) Of a width exceeding 6.5 mm,33,CRP ," Chemical, rubber, plastic products"
852320,(-2006) Magnetic discs,33,CRP ," Chemical, rubber, plastic products"
852330,(1996-2006) Cards incorporating a magnetic stripe,33,CRP ," Chemical, rubber, plastic products"
852390,(-2006) Other,33,CRP ," Chemical, rubber, plastic products"
852410,(-2006) Gramophone records,41,OME , Machinery and equipment n.e.c.
852421,"(-1995) Recorded magnetic tapes, of a width not ex",41,OME , Machinery and equipment n.e.c.
852422,"(-1995) Recorded magnetic tapes,of a width exceedi",41,OME , Machinery and equipment n.e.c.
852423,"(-1995) Recorded magnetic tapes, of a width exceed",41,OME , Machinery and equipment n.e.c.
852431,(1996-2006) For reproducing phenomena other than sound or image,41,OME , Machinery and equipment n.e.c.
852432,(1996-2006) For reproducing sound only,41,OME , Machinery and equipment n.e.c.
852439,(1996-2006) Other,41,OME , Machinery and equipment n.e.c.
852440,(1996-2006) Magnetic tapes for reproducing phenomena other than sound or image,41,OME , Machinery and equipment n.e.c.
852451,(1996-2006) Of a width not exceeding 4 mm,41,OME , Machinery and equipment n.e.c.
852452,(1996-2006) Of a width exceeding 4 mm but not exceeding 6.5 mm,41,OME , Machinery and equipment n.e.c.
852453,(1996-2006) Of a width exceeding 6.5 mm,41,OME , Machinery and equipment n.e.c.
852460,(1996-2006) Cards incorporating a magnetic stripe,41,OME , Machinery and equipment n.e.c.
852490,(-1995) Recorded media for sound or other similarl,41,OME , Machinery and equipment n.e.c.
852491,(1996-2006) For reproducing phenomena other than sound or image,41,OME , Machinery and equipment n.e.c.
852499,(1996-2006) Other,41,OME , Machinery and equipment n.e.c.
852510,(-2006) Transmission apparatus,40,ELE , Electronic equipment
852520,(-2006) Transmission apparatus incorporating reception apparatus,40,ELE , Electronic equipment
852530,(-2006) Television cameras,40,ELE , Electronic equipment
852540,(1996-2006) Still image video cameras and other video camera recorders; digital cameras,40,ELE , Electronic equipment
852610,Radar apparatus,41,OME , Machinery and equipment n.e.c.
852691,Radio navigational aid apparatus,41,OME , Machinery and equipment n.e.c.
852692,Radio remote control apparatus,41,OME , Machinery and equipment n.e.c.
852711,(-1995) Radio broad rece capable of op w/o an exte,40,ELE , Electronic equipment
852712,(1996-) Pocketsize radio cassetteplayers,40,ELE , Electronic equipment
852713,(1996-) Other apparatus combined with sound recording or reproducing apparatus,40,ELE , Electronic equipment
852719,Other,40,ELE , Electronic equipment
852721,Combined with sound recording or reproducing apparatus,40,ELE , Electronic equipment
852729,Other,40,ELE , Electronic equipment
852731,(-2006) Combined with sound recording or reproducing apparatus,40,ELE , Electronic equipment
852732,(-2006) Not combined with sound recording or reproducing apparatus but combined with a clock,40,ELE , Electronic equipment
852739,(-2006) Other,40,ELE , Electronic equipment
852790,(-2006) Other apparatus,40,ELE , Electronic equipment
852810,(-1995) Television receivers including video monit,40,ELE , Electronic equipment
852812,(1996-2006) Colour,40,ELE , Electronic equipment
852813,(1996-2006) Black and white or other monochrome,40,ELE , Electronic equipment
852820,(-1995) Television receivers an including video mo,40,ELE , Electronic equipment
852821,(1996-2006) Colour,40,ELE , Electronic equipment
852822,(1996-2006) Black and white or other monochrome,40,ELE , Electronic equipment
852830,(1996-2006) Video projectors,40,ELE , Electronic equipment
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,40,ELE , Electronic equipment
852990,Other,40,ELE , Electronic equipment
853010,Equipment for railways or tramways,41,OME , Machinery and equipment n.e.c.
853080,Other equipment,41,OME , Machinery and equipment n.e.c.
853090,Parts,41,OME , Machinery and equipment n.e.c.
853110,Burglar or fire alarms and similar apparatus,41,OME , Machinery and equipment n.e.c.
853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),41,OME , Machinery and equipment n.e.c.
853180,Other apparatus,41,OME , Machinery and equipment n.e.c.
853190,Parts,41,OME , Machinery and equipment n.e.c.
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),40,ELE , Electronic equipment
853221,Tantalum,40,ELE , Electronic equipment
853222,Aluminium electrolytic,40,ELE , Electronic equipment
853223,"Ceramic dielectric, single layer",40,ELE , Electronic equipment
853224,"Ceramic dielectric, multilayer",40,ELE , Electronic equipment
853225,Dielectric of paper or plastics,40,ELE , Electronic equipment
853229,Other,40,ELE , Electronic equipment
853230,Variable or adjustable (preset) capacitors,40,ELE , Electronic equipment
853290,Parts,40,ELE , Electronic equipment
853310,"Fixed carbon resistors, composition or film types",40,ELE , Electronic equipment
853321,For a power handling capacity not exceeding 20 W,40,ELE , Electronic equipment
853329,Other,40,ELE , Electronic equipment
853331,For a power handling capacity not exceeding 20 W,40,ELE , Electronic equipment
853339,Other,40,ELE , Electronic equipment
853340,"Other variable resistors, including rheostats and potentiometers",40,ELE , Electronic equipment
853390,Parts,40,ELE , Electronic equipment
853400,Printed circuits.,40,ELE , Electronic equipment
853510,Fuses,41,OME , Machinery and equipment n.e.c.
853521,For a voltage of less than 72.5 kV,41,OME , Machinery and equipment n.e.c.
853529,Other,41,OME , Machinery and equipment n.e.c.
853530,Isolating switches and makeandbreak switches,41,OME , Machinery and equipment n.e.c.
853540,"Lightning arresters, voltage limiters and surge suppressors",41,OME , Machinery and equipment n.e.c.
853590,Other,41,OME , Machinery and equipment n.e.c.
853610,Fuses,41,OME , Machinery and equipment n.e.c.
853620,Automatic circuit breakers,41,OME , Machinery and equipment n.e.c.
853630,Other apparatus for protecting electrical circuits,41,OME , Machinery and equipment n.e.c.
853641,For a voltage not exceeding 60 V,41,OME , Machinery and equipment n.e.c.
853649,Other,41,OME , Machinery and equipment n.e.c.
853650,Other switches,41,OME , Machinery and equipment n.e.c.
853661,Lampholders,41,OME , Machinery and equipment n.e.c.
853669,Other,41,OME , Machinery and equipment n.e.c.
853690,Other apparatus,41,OME , Machinery and equipment n.e.c.
853710,"For a voltage not exceeding 1,000 V",41,OME , Machinery and equipment n.e.c.
853720,"For a voltage exceeding 1,000 V",41,OME , Machinery and equipment n.e.c.
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",41,OME , Machinery and equipment n.e.c.
853890,Other,41,OME , Machinery and equipment n.e.c.
853910,Sealed beam lamp units,41,OME , Machinery and equipment n.e.c.
853921,Tungsten halogen,41,OME , Machinery and equipment n.e.c.
853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",41,OME , Machinery and equipment n.e.c.
853929,Other,41,OME , Machinery and equipment n.e.c.
853931,"Fluorescent, hot cathode",41,OME , Machinery and equipment n.e.c.
853932,(1996-) Mercury or sodium vapour lamps; metal halide lamps,41,OME , Machinery and equipment n.e.c.
853939,Other,41,OME , Machinery and equipment n.e.c.
853940,(-1995) Ultra-violet or infra-red lamps; arc lamps,41,OME , Machinery and equipment n.e.c.
853941,(1996-) Arclamps,41,OME , Machinery and equipment n.e.c.
853949,(1996-) Other,41,OME , Machinery and equipment n.e.c.
853990,Parts,41,OME , Machinery and equipment n.e.c.
854011,Colour,40,ELE , Electronic equipment
854012,Black and white or other monochrome,40,ELE , Electronic equipment
854020,Television camera tubes; image converters and intensifiers; other photocathode tubes,40,ELE , Electronic equipment
854030,"(-1995) Cathode-ray tubes, nes",40,ELE , Electronic equipment
854040,"(1996-) Data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",40,ELE , Electronic equipment
854041,(-1995) Magnetron tubes,40,ELE , Electronic equipment
854042,(-1995) Klystron tubes,40,ELE , Electronic equipment
854049,"(-1995) Microwave tubes, nes",40,ELE , Electronic equipment
854050,"(1996-) Data/graphic display tubes, black and white or other monochrome",40,ELE , Electronic equipment
854060,(1996-) Other cathoderay tubes,40,ELE , Electronic equipment
854071,(1996-) Magnetrons,40,ELE , Electronic equipment
854072,(1996-) Klystrons,40,ELE , Electronic equipment
854079,(1996-) Other,40,ELE , Electronic equipment
854081,Receiver or amplifier valves and tubes,40,ELE , Electronic equipment
854089,Other,40,ELE , Electronic equipment
854091,Of cathoderay tubes,40,ELE , Electronic equipment
854099,Other,40,ELE , Electronic equipment
854110,"Diodes, other than photosensitive or light emitting diodes",40,ELE , Electronic equipment
854121,With a dissipation rate of less than 1 W,40,ELE , Electronic equipment
854129,Other,40,ELE , Electronic equipment
854130,"Thyristors, diacs and triacs, other than photosensitive devices",40,ELE , Electronic equipment
854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes",40,ELE , Electronic equipment
854150,Other semiconductor devices,40,ELE , Electronic equipment
854160,Mounted piezoelectric crystals,40,ELE , Electronic equipment
854190,Parts,40,ELE , Electronic equipment
854210,(2002-2006) Cards incorporating an electronic integrated circuit (smart cards),40,ELE , Electronic equipment
854211,"(-1995) Monolithic integrated circuits, digital",40,ELE , Electronic equipment
854212,(1996-2001) Monolithic digital integrated circuits,40,ELE , Electronic equipment
854213,(1996-2001) Monolithic digital integrated circuits,40,ELE , Electronic equipment
854214,(1996-2001) Monolithic digital integrated circuits,40,ELE , Electronic equipment
854219,"(-2001) Monolithic digital integrated circuits :-- Other, ",40,ELE , Electronic equipment
854220,(-1995) Hybrid integrated circuits,40,ELE , Electronic equipment
854221,(2002-2006) Digital,40,ELE , Electronic equipment
854229,(2002-2006) Other,40,ELE , Electronic equipment
854230,(1996-2001) Other monolithic integrated circuits,40,ELE , Electronic equipment
854240,(1996-2001) Hybrid integrated circuits,40,ELE , Electronic equipment
854250,(1996-2001) Electronic microassemblies,40,ELE , Electronic equipment
854260,(2002-2006) Hybrid integrated circuits,40,ELE , Electronic equipment
854270,(2002-2006) Electronic microassemblies,40,ELE , Electronic equipment
854280,(-1995) Electronic integrated circuits and microas,40,ELE , Electronic equipment
854290,Parts,40,ELE , Electronic equipment
854310,"(-1995, 2007-) Particle accelerators",41,OME , Machinery and equipment n.e.c.
854311,(1996-2006) Ion implanters for doping semiconductor materials,41,OME , Machinery and equipment n.e.c.
854319,(1996-2006) Other,41,OME , Machinery and equipment n.e.c.
854320,Signal generators,41,OME , Machinery and equipment n.e.c.
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",41,OME , Machinery and equipment n.e.c.
854340,(1996-2006) Electric fence energisers,41,OME , Machinery and equipment n.e.c.
854380,"(-1995) Electrical machines and apparatus, having ",41,OME , Machinery and equipment n.e.c.
854381,(1996-2006) Proximity cards and tags,41,OME , Machinery and equipment n.e.c.
854389,(1996-2006) Other,41,OME , Machinery and equipment n.e.c.
854390,Parts,41,OME , Machinery and equipment n.e.c.
854411,Of copper,41,OME , Machinery and equipment n.e.c.
854419,Other,41,OME , Machinery and equipment n.e.c.
854420,Coaxial cable and other coaxial electric conductors,41,OME , Machinery and equipment n.e.c.
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",41,OME , Machinery and equipment n.e.c.
854441,(-2006) Fitted with connectors,41,OME , Machinery and equipment n.e.c.
854449,Other,41,OME , Machinery and equipment n.e.c.
854451,(-2006) Fitted with connectors,41,OME , Machinery and equipment n.e.c.
854459,(-2006) Other,41,OME , Machinery and equipment n.e.c.
854460,"Other electric conductors, for a voltage exceeding 1,000 V",41,OME , Machinery and equipment n.e.c.
854470,Optical fibre cables,41,OME , Machinery and equipment n.e.c.
854511,Of a kind used for furnaces,41,OME , Machinery and equipment n.e.c.
854519,Other,41,OME , Machinery and equipment n.e.c.
854520,Brushes,41,OME , Machinery and equipment n.e.c.
854590,Other,41,OME , Machinery and equipment n.e.c.
854610,Of glass,34,NMM , Mineral products n.e.c.
854620,Of ceramics,34,NMM , Mineral products n.e.c.
854690,Other,41,OME , Machinery and equipment n.e.c.
854710,Insulating fittings of ceramics,34,NMM , Mineral products n.e.c.
854720,Insulating fittings of plastics,33,CRP ," Chemical, rubber, plastic products"
854790,Other,41,OME , Machinery and equipment n.e.c.
854800,(-1995) Electrical parts of machinery or apparatus,41,OME , Machinery and equipment n.e.c.
854810,"(1996-) Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",41,OME , Machinery and equipment n.e.c.
854890,(1996-) Other,41,OME , Machinery and equipment n.e.c.
860110,Powered from an external source of electricity,39,OTN , Transport equipment n.e.c.
860120,Powered by electric accumulators,39,OTN , Transport equipment n.e.c.
860210,Dieselelectric locomotives,39,OTN , Transport equipment n.e.c.
860290,Other,39,OTN , Transport equipment n.e.c.
860310,Powered from an external source of electricity,39,OTN , Transport equipment n.e.c.
860390,Other,39,OTN , Transport equipment n.e.c.
860400,"Railway or tramway maintenance or service vehicles, whether or not selfpropelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",39,OTN , Transport equipment n.e.c.
860500,"Railway or tramway passenger coaches, not selfpropelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not selfpropelled (excluding those of heading 86.04).",39,OTN , Transport equipment n.e.c.
860610,Tank wagons and the like,39,OTN , Transport equipment n.e.c.
860620,"(-2006) Insulated or refrigerated vans and wagons, other than those of subheading 8606.10",39,OTN , Transport equipment n.e.c.
860630,"Selfdischarging vans and wagons, other than those of subheading 8606.10 or 8606.20",39,OTN , Transport equipment n.e.c.
860691,Covered and closed,39,OTN , Transport equipment n.e.c.
860692,"Open, with nonremovable sides of a height exceeding 60 cm",39,OTN , Transport equipment n.e.c.
860699,Other,39,OTN , Transport equipment n.e.c.
860711,Driving bogies and bisselbogies,39,OTN , Transport equipment n.e.c.
860712,Other bogies and bisselbogies,39,OTN , Transport equipment n.e.c.
860719,"Other, including parts",39,OTN , Transport equipment n.e.c.
860721,Air brakes and parts thereof,39,OTN , Transport equipment n.e.c.
860729,Other,39,OTN , Transport equipment n.e.c.
860730,"Hooks and other coupling devices, buffers, and parts thereof",39,OTN , Transport equipment n.e.c.
860791,Of locomotives,39,OTN , Transport equipment n.e.c.
860799,Other,39,OTN , Transport equipment n.e.c.
860800,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for",39,OTN , Transport equipment n.e.c.
860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,38,MVH , Motor vehicules and parts
870110,Pedestrian controlled tractors,41,OME , Machinery and equipment n.e.c.
870120,Road tractors for semi-trailers,38,MVH , Motor vehicules and parts
870130,Track-laying tractors,41,OME , Machinery and equipment n.e.c.
870190,Other,41,OME , Machinery and equipment n.e.c.
870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel),38,MVH , Motor vehicules and parts
870290,Other,38,MVH , Motor vehicules and parts
870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles,38,MVH , Motor vehicules and parts
870321,"Of a cylinder capacity not exceeding 1,000 cc",38,MVH , Motor vehicules and parts
870322,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",38,MVH , Motor vehicules and parts
870323,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",38,MVH , Motor vehicules and parts
870324,"Of a cylinder capacity exceeding 3,000 cc",38,MVH , Motor vehicules and parts
870331,"Of a cylinder capacity not exceeding 1,500 cc",38,MVH , Motor vehicules and parts
870332,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",38,MVH , Motor vehicules and parts
870333,"Of a cylinder capacity exceeding 2,500 cc",38,MVH , Motor vehicules and parts
870390,Other,38,MVH , Motor vehicules and parts
870410,Dumpers designed for offhighway use,41,OME , Machinery and equipment n.e.c.
870421,g.v.w. not exceeding 5 tonnes,38,MVH , Motor vehicules and parts
870422,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,38,MVH , Motor vehicules and parts
870423,g.v.w. exceeding 20 tonnes,38,MVH , Motor vehicules and parts
870431,g.v.w. not exceeding 5 tonnes,38,MVH , Motor vehicules and parts
870432,g.v.w. exceeding 5 tonnes,38,MVH , Motor vehicules and parts
870490,Other,38,MVH , Motor vehicules and parts
870510,Crane lorries,38,MVH , Motor vehicules and parts
870520,Mobile drilling derricks,38,MVH , Motor vehicules and parts
870530,Fire fighting vehicles,38,MVH , Motor vehicules and parts
870540,Concretemixer lorries,38,MVH , Motor vehicules and parts
870590,Other,38,MVH , Motor vehicules and parts
870600,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",38,MVH , Motor vehicules and parts
870710,For the vehicles of heading 87.03,38,MVH , Motor vehicules and parts
870790,Other,38,MVH , Motor vehicules and parts
870810,Bumpers and parts thereof,38,MVH , Motor vehicules and parts
870821,Safety seat belts,38,MVH , Motor vehicules and parts
870829,Other,38,MVH , Motor vehicules and parts
870831,(-2006) Mounted brake linings,38,MVH , Motor vehicules and parts
870839,(-2006) Other,38,MVH , Motor vehicules and parts
870840,Gear boxes,38,MVH , Motor vehicules and parts
870850,"  Driveaxles with differential, whether or not provided with other transmission components",38,MVH , Motor vehicules and parts
870860,(-2006) Nondriving axles and parts thereof,38,MVH , Motor vehicules and parts
870870,Road wheels and parts and accessories thereof,38,MVH , Motor vehicules and parts
870880,Suspension shockabsorbers,38,MVH , Motor vehicules and parts
870891,Radiators,38,MVH , Motor vehicules and parts
870892,Silencers and exhaust pipes,38,MVH , Motor vehicules and parts
870893,Clutches and parts thereof,38,MVH , Motor vehicules and parts
870894,"Steering wheels, steering columns and steering boxes",38,MVH , Motor vehicules and parts
870899,Other,38,MVH , Motor vehicules and parts
870911,Electrical,41,OME , Machinery and equipment n.e.c.
870919,Other,41,OME , Machinery and equipment n.e.c.
870990,Parts,41,OME , Machinery and equipment n.e.c.
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",41,OME , Machinery and equipment n.e.c.
871110,  With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,39,OTN , Transport equipment n.e.c.
871120,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,39,OTN , Transport equipment n.e.c.
871130,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,39,OTN , Transport equipment n.e.c.
871140,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,39,OTN , Transport equipment n.e.c.
871150,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,39,OTN , Transport equipment n.e.c.
871190,Other,39,OTN , Transport equipment n.e.c.
871200,"Bicycles and other cycles (including delivery tricycles), not motorised.",39,OTN , Transport equipment n.e.c.
871310,Not mechanically propelled,39,OTN , Transport equipment n.e.c.
871390,Other,39,OTN , Transport equipment n.e.c.
871411,Saddles,39,OTN , Transport equipment n.e.c.
871419,Other,39,OTN , Transport equipment n.e.c.
871420,Of carriages for disabled persons,39,OTN , Transport equipment n.e.c.
871491,"Frames and forks, and parts thereof",39,OTN , Transport equipment n.e.c.
871492,Wheel rims and spokes,39,OTN , Transport equipment n.e.c.
871493,"Hubs, other than coaster braking hubs and hub brakes, and freewheel sprocketwheels",39,OTN , Transport equipment n.e.c.
871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof",39,OTN , Transport equipment n.e.c.
871495,Saddles,39,OTN , Transport equipment n.e.c.
871496,"Pedals and crankgear, and parts thereof",39,OTN , Transport equipment n.e.c.
871499,Other,39,OTN , Transport equipment n.e.c.
871500,Baby carriages and parts thereof.,42,OMF , Manufactures n.e.c.
871610,"Trailers and semitrailers of the caravan type, for housing or camping",38,MVH , Motor vehicules and parts
871620,Selfloading or selfunloading trailers and semitrailers for agricultural purposes,41,OME , Machinery and equipment n.e.c.
871631,Tanker trailers and tanker semitrailers,38,MVH , Motor vehicules and parts
871639,Other,38,MVH , Motor vehicules and parts
871640,Other trailers and semitrailers,38,MVH , Motor vehicules and parts
871680,Other vehicles,39,OTN , Transport equipment n.e.c.
871690,Parts,38,MVH , Motor vehicules and parts
880110,(-2006) Gliders and hang gliders,39,OTN , Transport equipment n.e.c.
880190,(-2006) Other,39,OTN , Transport equipment n.e.c.
880211,"Of an unladen weight not exceeding 2,000 kg",39,OTN , Transport equipment n.e.c.
880212,"Of an unladen weight exceeding 2,000 kg",39,OTN , Transport equipment n.e.c.
880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",39,OTN , Transport equipment n.e.c.
880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",39,OTN , Transport equipment n.e.c.
880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",39,OTN , Transport equipment n.e.c.
880250,(-1995) Spacecraft (including satellites) and spac,39,OTN , Transport equipment n.e.c.
880260,(1996-) Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,39,OTN , Transport equipment n.e.c.
880310,Propellers and rotors and parts thereof,39,OTN , Transport equipment n.e.c.
880320,Undercarriages and parts thereof,39,OTN , Transport equipment n.e.c.
880330,Other parts of aeroplanes or helicopters,39,OTN , Transport equipment n.e.c.
880390,Other,39,OTN , Transport equipment n.e.c.
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,27,TEX , Textiles
880510,Aircraft launching gear and parts thereof; deckarrestor or similar gear and parts thereof,39,OTN , Transport equipment n.e.c.
880520,(-2001) Ground flying trainers and parts thereof,39,OTN , Transport equipment n.e.c.
880521,(2002-) Air combat simulators and parts thereof,39,OTN , Transport equipment n.e.c.
880529,(2002-) Other,39,OTN , Transport equipment n.e.c.
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferryboats of all kinds",39,OTN , Transport equipment n.e.c.
890120,Tankers,39,OTN , Transport equipment n.e.c.
890130,"Refrigerated vessels, other than those of subheading 8901.20",39,OTN , Transport equipment n.e.c.
890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,39,OTN , Transport equipment n.e.c.
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,39,OTN , Transport equipment n.e.c.
890310,Inflatable,39,OTN , Transport equipment n.e.c.
890391,"Sailboats, with or without auxiliary motor",39,OTN , Transport equipment n.e.c.
890392,"Motorboats, other than outboard motorboats",39,OTN , Transport equipment n.e.c.
890399,Other,39,OTN , Transport equipment n.e.c.
890400,Tugs and pusher craft.,39,OTN , Transport equipment n.e.c.
890510,Dredgers,39,OTN , Transport equipment n.e.c.
890520,Floating or submersible drilling or production platforms,39,OTN , Transport equipment n.e.c.
890590,Other,39,OTN , Transport equipment n.e.c.
890600,"(-2001) Other vessels, including warships and lifeboats ot",39,OTN , Transport equipment n.e.c.
890610,(2002-) Warships,39,OTN , Transport equipment n.e.c.
890690,(2002-) Other,39,OTN , Transport equipment n.e.c.
890710,Inflatable rafts,39,OTN , Transport equipment n.e.c.
890790,Other,39,OTN , Transport equipment n.e.c.
890800,Vessels and other floating structures for breaking up.,39,OTN , Transport equipment n.e.c.
900110,"Optical fibres, optical fibre bundles and cables",41,OME , Machinery and equipment n.e.c.
900120,Sheets and plates of polarising material,41,OME , Machinery and equipment n.e.c.
900130,Contact lenses,41,OME , Machinery and equipment n.e.c.
900140,Spectacle lenses of glass,41,OME , Machinery and equipment n.e.c.
900150,Spectacle lenses of other materials,41,OME , Machinery and equipment n.e.c.
900190,Other,41,OME , Machinery and equipment n.e.c.
900211,"For cameras, projectors or photographic enlargers or reducers",41,OME , Machinery and equipment n.e.c.
900219,Other,41,OME , Machinery and equipment n.e.c.
900220,Filters,41,OME , Machinery and equipment n.e.c.
900290,Other,41,OME , Machinery and equipment n.e.c.
900311,Of plastics,41,OME , Machinery and equipment n.e.c.
900319,Of other materials,41,OME , Machinery and equipment n.e.c.
900390,Parts,41,OME , Machinery and equipment n.e.c.
900410,Sunglasses,41,OME , Machinery and equipment n.e.c.
900490,Other,41,OME , Machinery and equipment n.e.c.
900510,Binoculars,41,OME , Machinery and equipment n.e.c.
900580,Other instruments,41,OME , Machinery and equipment n.e.c.
900590,Parts and accessories (including mountings),41,OME , Machinery and equipment n.e.c.
900610,Cameras of a kind used for preparing printing plates or cylinders,41,OME , Machinery and equipment n.e.c.
900620,"(-2006) Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",41,OME , Machinery and equipment n.e.c.
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",41,OME , Machinery and equipment n.e.c.
900640,Instant print cameras,41,OME , Machinery and equipment n.e.c.
900651,"With a throughthelens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm",41,OME , Machinery and equipment n.e.c.
900652,"Other, for roll film of a width less than 35 mm",41,OME , Machinery and equipment n.e.c.
900653,"Other, for roll film of a width of 35 mm",41,OME , Machinery and equipment n.e.c.
900659,Other,41,OME , Machinery and equipment n.e.c.
900661,Discharge lamp (electronic) flashlight apparatus,41,OME , Machinery and equipment n.e.c.
900662,"(-2006) Flashbulbs, flashcubes and the like",41,OME , Machinery and equipment n.e.c.
900669,Other,41,OME , Machinery and equipment n.e.c.
900691,For cameras,41,OME , Machinery and equipment n.e.c.
900699,Other,41,OME , Machinery and equipment n.e.c.
900711,For film of less than 16 mm width or for double8 mm film,41,OME , Machinery and equipment n.e.c.
900719,Other,41,OME , Machinery and equipment n.e.c.
900720,(1996-) Projectors,41,OME , Machinery and equipment n.e.c.
900721,(-1995) Cinematographic projectors for film of les,41,OME , Machinery and equipment n.e.c.
900729,"(-1995) Cinematographic projectors, nes",41,OME , Machinery and equipment n.e.c.
900791,For cameras,41,OME , Machinery and equipment n.e.c.
900792,For projectors,41,OME , Machinery and equipment n.e.c.
900810,Slide projectors,41,OME , Machinery and equipment n.e.c.
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",41,OME , Machinery and equipment n.e.c.
