hs6,description,GTAP_Code,GTAP_commodity,commodity_name
10110,(2002-) Purebred breeding animals,9,CTL ," Bovine cattle, sheep and goats, horses"
10111,(-2001) Horses :-- Pure-bred breeding animals,9,CTL ," Bovine cattle, sheep and goats, horses"
10119,(-2001) Horses :-- Other,9,CTL ," Bovine cattle, sheep and goats, horses"
10120,"(-2001) Asses, mules and hinnies",9,CTL ," Bovine cattle, sheep and goats, horses"
10190,(2002-) Other,9,CTL ," Bovine cattle, sheep and goats, horses"
10210,Purebred breeding animals,9,CTL ," Bovine cattle, sheep and goats, horses"
10290,Other,9,CTL ," Bovine cattle, sheep and goats, horses"
10310,Purebred breeding animals,10,OAP , Animal products n.e.c.
10391,Weighing less than 50 kg,10,OAP , Animal products n.e.c.
10392,Weighing 50 kg or more,10,OAP , Animal products n.e.c.
10410,Sheep,9,CTL ," Bovine cattle, sheep and goats, horses"
10420,Goats,9,CTL ," Bovine cattle, sheep and goats, horses"
10511,Fowls of the species Gallus domesticus,10,OAP , Animal products n.e.c.
10512,(1996-) Turkeys,10,OAP , Animal products n.e.c.
10519,Other,10,OAP , Animal products n.e.c.
10591,(-1995) Live fowls of species Gallus domesticus (c,10,OAP , Animal products n.e.c.
10592,"(1996-2006) Fowls of the species Gallus domesticus, weighing not more than 2,000 g",10,OAP , Animal products n.e.c.
10593,"(1996-2006) Fowls of the species Gallus domesticus, weighing more than 2,000 g",10,OAP , Animal products n.e.c.
10599,Other,10,OAP , Animal products n.e.c.
10600,(-2001) Other live animals.,10,OAP , Animal products n.e.c.
10611,(2002-) Primates,10,OAP , Animal products n.e.c.
10612,"(2002-) Whales, dolphins and porpoises (mammals of the order       Cetacea); manatees and dugongs (mammals of the order  Sirenia)",10,OAP , Animal products n.e.c.
10619,(2002-) Other,10,OAP , Animal products n.e.c.
10620,(2002-) Reptiles (including snakes and turtles),10,OAP , Animal products n.e.c.
10631,(2002-) Birds of prey,10,OAP , Animal products n.e.c.
10632,"(2002-) Psittaciformes (including parrots, parakeets, macaws and cockatoos)",10,OAP , Animal products n.e.c.
10639,(2002-) Other,10,OAP , Animal products n.e.c.
10690,(2002-) Other,10,OAP , Animal products n.e.c.
20110,Carcasses and halfcarcasses,19,CMT , Bovine meat prods
20120,Other cuts with bone in,19,CMT , Bovine meat prods
20130,Boneless,19,CMT , Bovine meat prods
20210,Carcasses and halfcarcasses,19,CMT , Bovine meat prods
20220,Other cuts with bone in,19,CMT , Bovine meat prods
20230,Boneless,19,CMT , Bovine meat prods
20311,Carcasses and halfcarcasses,20,OMT , Meat products n.e.c.
20312,"Hams, shoulders and cuts thereof, with bone in",20,OMT , Meat products n.e.c.
20319,Other,20,OMT , Meat products n.e.c.
20321,Carcasses and halfcarcasses,20,OMT , Meat products n.e.c.
20322,"Hams, shoulders and cuts thereof, with bone in",20,OMT , Meat products n.e.c.
20329,Other,20,OMT , Meat products n.e.c.
20410,"Carcasses and halfcarcasses of lamb, fresh or chilled",19,CMT , Bovine meat prods
20421,Carcasses and halfcarcasses,19,CMT , Bovine meat prods
20422,Other cuts with bone in,19,CMT , Bovine meat prods
20423,Boneless,19,CMT , Bovine meat prods
20430,"Carcasses and halfcarcasses of lamb, frozen",19,CMT , Bovine meat prods
20441,Carcasses and halfcarcasses,19,CMT , Bovine meat prods
20442,Other cuts with bone in,19,CMT , Bovine meat prods
20443,Boneless,19,CMT , Bovine meat prods
20450,Meat of goats,19,CMT , Bovine meat prods
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",19,CMT , Bovine meat prods
20610,"Of bovine animals, fresh or chilled",19,CMT , Bovine meat prods
20621,Tongues,19,CMT , Bovine meat prods
20622,Livers,19,CMT , Bovine meat prods
20629,Other,19,CMT , Bovine meat prods
20630,"Of swine, fresh or chilled",19,CMT , Bovine meat prods
20641,Livers,19,OMT , Bovine meat prods
20649,Other,19,OMT , Bovine meat prods
20680,"Other, fresh or chilled",19,CMT , Bovine meat prods
20690,"Other, frozen",19,CMT , Bovine meat prods
20710,(-1995) Fresh or chilled whole poultry,20,OMT , Meat products n.e.c.
20711,"(1996-) Not cut in pieces, fresh or chilled",20,OMT , Meat products n.e.c.
20712,"(1996-) Not cut in pieces, frozen",20,OMT , Meat products n.e.c.
20713,"(1996-) Cuts and offal, fresh or chilled",20,OMT , Meat products n.e.c.
20714,"(1996-) Cuts and offal, frozen",20,OMT , Meat products n.e.c.
20721,(-1995) Frozen whole chickens,20,OMT , Meat products n.e.c.
20722,(-1995) Frozen whole turkeys,20,OMT , Meat products n.e.c.
20723,"(-1995) Frozen whole ducks, geese and guinea fowls",20,OMT , Meat products n.e.c.
20724,"(1996-) Not cut in pieces, fresh or chilled",20,OMT , Meat products n.e.c.
20725,"(1996-) Not cut in pieces, frozen",20,OMT , Meat products n.e.c.
20726,"(1996-) Cuts and offal, fresh or chilled",20,OMT , Meat products n.e.c.
20727,"(1996-) Cuts and offal, frozen",20,OMT , Meat products n.e.c.
20731,(-1995) Fresh or chilled fatty livers of geese or ,20,OMT , Meat products n.e.c.
20732,"(1996-) Not cut in pieces, fresh or chilled",20,OMT , Meat products n.e.c.
20733,"(1996-) Not cut in pieces, frozen",20,OMT , Meat products n.e.c.
20734,"(1996-) Fatty livers, fresh or chilled",20,OMT , Meat products n.e.c.
20735,"(1996-) Other, fresh or chilled",20,OMT , Meat products n.e.c.
20736,"(1996-) Other, frozen",20,OMT , Meat products n.e.c.
20739,(-1995) Fresh or chilled poultry cuts and offal (e,20,OMT , Meat products n.e.c.
20741,(-1995) Frozen cuts and offal of chicken (excl. li,20,OMT , Meat products n.e.c.
20742,(-1995) Frozen cuts and offal of turkey (excl. liv,20,OMT , Meat products n.e.c.
20743,"(-1995) Frozen cuts and offal of geese, ducks and ",20,OMT , Meat products n.e.c.
20810,Of rabbits or hares,20,OMT , Meat products n.e.c.
20820,(-2006) Frogs' legs,10,OAP , Animal products n.e.c.
20830,(2002-) Of primates,20,OMT , Meat products n.e.c.
20840,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",20,OMT , Meat products n.e.c.
20850,(2002-) Of reptiles (including snakes and turtles),20,OMT , Meat products n.e.c.
20890,Other,20,OMT , Meat products n.e.c.
20900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",19,CMT , Bovine meat prods
21011,"Hams, shoulders and cuts thereof, with bone in",20,OMT , Meat products n.e.c.
21012,Bellies (streaky) and cuts thereof,20,OMT , Meat products n.e.c.
21019,Other,20,OMT , Meat products n.e.c.
21020,Meat of bovine animals,20,OMT , Meat products n.e.c.
21090,"(-2001) Other, including edible flours and meals of meat o",20,OMT , Meat products n.e.c.
21091,(2002-) Of primates,20,OMT , Meat products n.e.c.
21092,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of  manatees and dugongs (mammals of the order Sirenia)",20,OMT , Meat products n.e.c.
21093,(2002-) Of reptiles (including snakes and turtles),20,OMT , Meat products n.e.c.
21099,(2002-) Other,20,OMT , Meat products n.e.c.
30110,Ornamental fish,14,FSH , Fishing
30191,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",14,FSH , Fishing
30192,Eels (Anguilla spp.),14,FSH , Fishing
30193,Carp,14,FSH , Fishing
30199,Other,14,FSH , Fishing
30211,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",14,FSH , Fishing
30212,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",14,FSH , Fishing
30219,Other,14,FSH , Fishing
30221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",14,FSH , Fishing
30222,Plaice (Pleuronectes platessa),14,FSH , Fishing
30223,Sole (Solea spp.),14,FSH , Fishing
30229,Other,14,FSH , Fishing
30231,Albacore or longfinned tunas (Thunnus alalunga),14,FSH , Fishing
30232,Yellowfin tunas (Thunnus albacares),14,FSH , Fishing
30233,Skipjack or stripebellied bonito,14,FSH , Fishing
30234,(2002-) Bigeye tunas (Thunnus obesus),14,FSH , Fishing
30235,(2002-) Bluefin tunas (Thunnus thynnus),14,FSH , Fishing
30236,(2002-) Southern bluefin tunas (Thunnus maccoyii),14,FSH , Fishing
30239,Other,14,FSH , Fishing
30240,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",14,FSH , Fishing
30250,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",14,FSH , Fishing
30261,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",14,FSH , Fishing
30262,Haddock (Melanogrammus aeglefinus),14,FSH , Fishing
30263,Coalfish (Pollachius virens),14,FSH , Fishing
30264,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",14,FSH , Fishing
30265,Dogfish and other sharks,14,FSH , Fishing
30266,Eels (Anguilla spp.),14,FSH , Fishing
30269,Other,14,FSH , Fishing
30270,Livers and roes,25,OFD , Food products n.e.c.
30310,"(-2001) Pacific salmon (Oncorhynchus nerka, Oncorhynchus g",25,OFD , Food products n.e.c.
30311,(2002-) Sockeye salmon (red salmon) (Oncorhynchus nerka),25,OFD , Food products n.e.c.
30319,(2002-) Other,25,OFD , Food products n.e.c.
30321,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",25,OFD , Food products n.e.c.
30322,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),25,OFD , Food products n.e.c.
30329,Other,25,OFD , Food products n.e.c.
30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",25,OFD , Food products n.e.c.
30332,Plaice (Pleuronectes platessa),25,OFD , Food products n.e.c.
30333,Sole (Solea spp.),25,OFD , Food products n.e.c.
30339,Other,25,OFD , Food products n.e.c.
30341,Albacore or longfinned tunas (Thunnus alalunga),25,OFD , Food products n.e.c.
30342,Yellowfin tunas (Thunnus albacares),25,OFD , Food products n.e.c.
30343,Skipjack or stripbellied bonito,25,OFD , Food products n.e.c.
30344,(2002-) Bigeye tunas (Thunnus obesus),25,OFD , Food products n.e.c.
30345,(2002-) Bluefin tunas (Thunnus thynnus),25,OFD , Food products n.e.c.
30346,(2002-) Southern bluefin tunas (Thunnus maccoyii),25,OFD , Food products n.e.c.
30349,Other,25,OFD , Food products n.e.c.
30350,"(-2006) Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",25,OFD , Food products n.e.c.
30360,"(-2006) Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",25,OFD , Food products n.e.c.
30371,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",25,OFD , Food products n.e.c.
30372,Haddock (Melanogrammus aeglefinus),25,OFD , Food products n.e.c.
30373,Coalfish (Pollachius virens),25,OFD , Food products n.e.c.
30374,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",25,OFD , Food products n.e.c.
30375,Dogfish and other sharks,25,OFD , Food products n.e.c.
30376,Eels (Anguilla spp.),25,OFD , Food products n.e.c.
30377,"Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",25,OFD , Food products n.e.c.
30378,"Hake (Merluccius spp., Urophycis spp.)",25,OFD , Food products n.e.c.
30379,Other,25,OFD , Food products n.e.c.
30380,Livers and roes,25,OFD , Food products n.e.c.
30410,(-2006) Fresh or chilled,25,OFD , Food products n.e.c.
30420,(-2006) Frozen fillets,25,OFD , Food products n.e.c.
30490,(-2006) Other,25,OFD , Food products n.e.c.
30510,"Flours, meals and pellets of fish, fit for human consumption",25,OFD , Food products n.e.c.
30520,"Livers and roes of fish, dried, smoked, salted or in brine",25,OFD , Food products n.e.c.
30530,"Fish fillets, dried, salted or in brine, but not smoked",25,OFD , Food products n.e.c.
30541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",25,OFD , Food products n.e.c.
30542,"Herrings (Clupea harengus, Clupea pallasii)",25,OFD , Food products n.e.c.
30549,Other,25,OFD , Food products n.e.c.
30551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",25,OFD , Food products n.e.c.
30559,Other,25,OFD , Food products n.e.c.
30561,"Herrings (Clupea harengus, Clupea pallasii)",25,OFD , Food products n.e.c.
30562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",25,OFD , Food products n.e.c.
30563,Anchovies (Engraulis spp.),25,OFD , Food products n.e.c.
30569,Other,25,OFD , Food products n.e.c.
30611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",25,OFD , Food products n.e.c.
30612,Lobsters (Homarus spp.),25,OFD , Food products n.e.c.
30613,Shrimps and prawns,25,OFD , Food products n.e.c.
30614,Crabs,25,OFD , Food products n.e.c.
30619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",25,OFD , Food products n.e.c.
30621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",14,FSH , Fishing
30622,Lobsters (Homarus spp.),14,FSH , Fishing
30623,Shrimps and prawns,14,FSH , Fishing
30624,Crabs,14,FSH , Fishing
30629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",14,FSH , Fishing
30710,Oysters,14,FSH , Fishing
30721,"Live, fresh or chilled",14,FSH , Fishing
30729,Other,25,OFD , Food products n.e.c.
30731,"Live, fresh or chilled",14,FSH , Fishing
30739,Other,25,OFD , Food products n.e.c.
30741,"Live, fresh or chilled",14,FSH , Fishing
30749,Other,25,OFD , Food products n.e.c.
30751,"Live, fresh or chilled",14,FSH , Fishing
30759,Other,25,OFD , Food products n.e.c.
30760,"Snails, other than sea snails",10,OAP , Animal products n.e.c.
30791,"Live, fresh or chilled",14,FSH , Fishing
30799,Other,25,OFD , Food products n.e.c.
40110,"Of a fat content, by weight, not exceeding 1 %",22,MIL , Dairy products
40120,"Of a fat content, by weight, exceeding 1 % but not exceeding     6 %",22,MIL , Dairy products
40130,"Of a fat content, by weight, exceeding 6 %",22,MIL , Dairy products
40210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",22,MIL , Dairy products
40221,Not containing added sugar or other sweetening matter,22,MIL , Dairy products
40229,Other,22,MIL , Dairy products
40291,Not containing added sugar or other sweetening matter,22,MIL , Dairy products
40299,Other,22,MIL , Dairy products
40310,Yogurt,22,MIL , Dairy products
40390,Other,22,MIL , Dairy products
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",22,MIL , Dairy products
40490,Other,22,MIL , Dairy products
40500,(-1995) Butter and other fats and oils derived fro,22,MIL , Dairy products
40510,(1996-) Butter,22,MIL , Dairy products
40520,(1996-) Dairy spreads,22,MIL , Dairy products
40590,(1996-) Other,22,MIL , Dairy products
40610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",22,MIL , Dairy products
40620,"Grated or powdered cheese, of all kinds",22,MIL , Dairy products
40630,"Processed cheese, not grated or powdered",22,MIL , Dairy products
40640,Blueveined cheese,22,MIL , Dairy products
40690,Other cheese,22,MIL , Dairy products
40700,"Birds' eggs, in shell, fresh, preserved or cooked.",10,OAP , Animal products n.e.c.
40811,Dried,25,OFD , Food products n.e.c.
40819,Other,25,OFD , Food products n.e.c.
40891,Dried,25,OFD , Food products n.e.c.
40899,Other,25,OFD , Food products n.e.c.
40900,Natural honey.,10,OAP , Animal products n.e.c.
41000,"Edible products of animal origin, not elsewhere specified or included.",10,OAP , Animal products n.e.c.
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",42,OMF , Manufactures n.e.c.
50210,"Pigs', hogs' or boars' bristles and hair and waste thereof",10,OAP , Animal products n.e.c.
50290,Other,10,OAP , Animal products n.e.c.
50300,"(-2006) Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",12,WOL ," Wool, silk"
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",10,OAP , Animal products n.e.c.
50510,Feathers of a kind used for stuffing; down,10,OAP , Animal products n.e.c.
50590,Other,10,OAP , Animal products n.e.c.
50610,Ossein and bones treated with acid,10,OAP , Animal products n.e.c.
50690,Other,10,OAP , Animal products n.e.c.
50710,Ivory; ivory powder and waste,10,OAP , Animal products n.e.c.
50790,Other,10,OAP , Animal products n.e.c.
50800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof.",14,FSH , Fishing
50900,(-2006) Natural sponges of animal origin.,14,FSH , Fishing
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",10,OAP , Animal products n.e.c.
51110,Bovine semen,9,CTL ," Bovine cattle, sheep and goats, horses"
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",25,OFD , Food products n.e.c.
51199,Other,10,OAP , Animal products n.e.c.
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",8,OCR , Crops n.e.c.
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",8,OCR , Crops n.e.c.
60210,Unrooted cuttings and slips,8,OCR , Crops n.e.c.
60220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",8,OCR , Crops n.e.c.
60230,"Rhododendrons and azaleas, grafted or not",8,OCR , Crops n.e.c.
60240,"Roses, grafted or not",8,OCR , Crops n.e.c.
60290,(1996-) Other,8,OCR , Crops n.e.c.
60291,(-1995) Mushroom spawn,8,OCR , Crops n.e.c.
60299,"(-1995) Other live plants, nes",8,OCR , Crops n.e.c.
60310,(-2006) Fresh,8,OCR , Crops n.e.c.
60390,Other,8,OCR , Crops n.e.c.
60410,Mosses and lichens,13,FRS , Forestry
60491,Fresh,13,FRS , Forestry
60499,Other,13,FRS , Forestry
70110,Seed,4,V_F ," Vegetables, fruit, nuts"
70190,Other,4,V_F ," Vegetables, fruit, nuts"
70200,"Tomatoes, fresh or chilled.",4,V_F ," Vegetables, fruit, nuts"
70310,Onions and shallots,4,V_F ," Vegetables, fruit, nuts"
70320,Garlic,4,V_F ," Vegetables, fruit, nuts"
70390,Leeks and other alliaceous vegetables,4,V_F ," Vegetables, fruit, nuts"
70410,Cauliflowers and headed broccoli,4,V_F ," Vegetables, fruit, nuts"
70420,Brussels sprouts,4,V_F ," Vegetables, fruit, nuts"
70490,Other,4,V_F ," Vegetables, fruit, nuts"
70511,Cabbage lettuce (head lettuce),4,V_F ," Vegetables, fruit, nuts"
70519,Other,4,V_F ," Vegetables, fruit, nuts"
70521,Witloof chicory (Cichorium intybus var. foliosum),4,V_F ," Vegetables, fruit, nuts"
70529,Other,4,V_F ," Vegetables, fruit, nuts"
70610,Carrots and turnips,4,V_F ," Vegetables, fruit, nuts"
70690,Other,4,V_F ," Vegetables, fruit, nuts"
70700,"Cucumbers and gherkins, fresh or chilled.",4,V_F ," Vegetables, fruit, nuts"
70810,Peas (Pisum sativum),4,V_F ," Vegetables, fruit, nuts"
70820,"Beans (Vigna spp., Phaseolus spp.)",4,V_F ," Vegetables, fruit, nuts"
70890,Other leguminous vegetables,4,V_F ," Vegetables, fruit, nuts"
70910,(-2006) Globe artichokes,4,V_F ," Vegetables, fruit, nuts"
70920,Asparagus,4,V_F ," Vegetables, fruit, nuts"
70930,Aubergines (eggplants),4,V_F ," Vegetables, fruit, nuts"
70940,Celery other than celeriac,4,V_F ," Vegetables, fruit, nuts"
70951,Mushrooms of the genus Agaricus,4,V_F ," Vegetables, fruit, nuts"
70952,(-2006) Truffles,4,V_F ," Vegetables, fruit, nuts"
70959,(2002-) Other,4,V_F ," Vegetables, fruit, nuts"
70960,Fruits of the genus Capsicum or of the genus Pimenta,4,V_F ," Vegetables, fruit, nuts"
70970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",4,V_F ," Vegetables, fruit, nuts"
70990,Other,4,V_F ," Vegetables, fruit, nuts"
71010,Potatoes,25,OFD , Food products n.e.c.
71021,Peas (Pisum sativum),25,OFD , Food products n.e.c.
71022,"Beans (Vigna spp., Phaseolus spp.)",25,OFD , Food products n.e.c.
71029,Other,25,OFD , Food products n.e.c.
71030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",25,OFD , Food products n.e.c.
71040,Sweet corn,25,OFD , Food products n.e.c.
71080,Other vegetables,25,OFD , Food products n.e.c.
71090,Mixtures of vegetables,25,OFD , Food products n.e.c.
71110,(-2001) Onions,25,OFD , Food products n.e.c.
71120,Olives,25,OFD , Food products n.e.c.
71130,(-2006) Capers,25,OFD , Food products n.e.c.
71140,Cucumbers and gherkins,25,OFD , Food products n.e.c.
71151,(2002-) Mushrooms of the genus Agaricus,25,OFD , Food products n.e.c.
71159,(2002-) Other,25,OFD , Food products n.e.c.
71190,Other vegetables; mixtures of vegetables,25,OFD , Food products n.e.c.
71220,Onions,25,OFD , Food products n.e.c.
71230,(-2001) Mushrooms and truffles,25,OFD , Food products n.e.c.
71231,(2002-) Mushrooms of the genus Agaricus,25,OFD , Food products n.e.c.
71232,(2002-) Wood ears (Auricularia spp.),25,OFD , Food products n.e.c.
71233,(2002-) Jelly fungi (Tremella spp.),25,OFD , Food products n.e.c.
71239,(2002-) Other,25,OFD , Food products n.e.c.
71290,Other vegetables; mixtures of vegetables,25,OFD , Food products n.e.c.
71310,Peas (Pisum sativum),4,V_F ," Vegetables, fruit, nuts"
71320,Chickpeas (garbanzos),4,V_F ," Vegetables, fruit, nuts"
71331,Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,4,V_F ," Vegetables, fruit, nuts"
71332,Small red (Adzuki) beans (Phaseolus or Vigna angularis),4,V_F ," Vegetables, fruit, nuts"
71333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",4,V_F ," Vegetables, fruit, nuts"
71339,Other,4,V_F ," Vegetables, fruit, nuts"
71340,Lentils,4,V_F ," Vegetables, fruit, nuts"
71350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",4,V_F ," Vegetables, fruit, nuts"
71390,Other,4,V_F ," Vegetables, fruit, nuts"
71410,Manioc (cassava),4,V_F ," Vegetables, fruit, nuts"
71420,Sweet potatoes,4,V_F ," Vegetables, fruit, nuts"
71490,Other,4,V_F ," Vegetables, fruit, nuts"
80110,"(-1995) Coconuts, fresh or dried",4,V_F ," Vegetables, fruit, nuts"
80111,(1996-) Desiccated,4,V_F ," Vegetables, fruit, nuts"
80119,(1996-) Other,4,V_F ," Vegetables, fruit, nuts"
80120,"(-1995) Brazil nuts, fresh or dried",4,V_F ," Vegetables, fruit, nuts"
80121,(1996-) In shell,4,V_F ," Vegetables, fruit, nuts"
80122,(1996-) Shelled,4,V_F ," Vegetables, fruit, nuts"
80130,"(-1995) Cashew nuts, fresh or dried",4,V_F ," Vegetables, fruit, nuts"
80131,(1996-) In shell,4,V_F ," Vegetables, fruit, nuts"
80132,(1996-) Shelled,4,V_F ," Vegetables, fruit, nuts"
80211,In shell,4,V_F ," Vegetables, fruit, nuts"
80212,Shelled,4,V_F ," Vegetables, fruit, nuts"
80221,In shell,4,V_F ," Vegetables, fruit, nuts"
80222,Shelled,4,V_F ," Vegetables, fruit, nuts"
80231,In shell,4,V_F ," Vegetables, fruit, nuts"
80232,Shelled,4,V_F ," Vegetables, fruit, nuts"
80240,Chestnuts (Castanea spp.),4,V_F ," Vegetables, fruit, nuts"
80250,Pistachios,4,V_F ," Vegetables, fruit, nuts"
80290,Other,4,V_F ," Vegetables, fruit, nuts"
80300,"Bananas, including plantains, fresh or dried.",4,V_F ," Vegetables, fruit, nuts"
80410,Dates,4,V_F ," Vegetables, fruit, nuts"
80420,Figs,4,V_F ," Vegetables, fruit, nuts"
80430,Pineapples,4,V_F ," Vegetables, fruit, nuts"
80440,Avocados,4,V_F ," Vegetables, fruit, nuts"
80450,"Guavas, mangoes and mangosteens",4,V_F ," Vegetables, fruit, nuts"
80510,Oranges,4,V_F ," Vegetables, fruit, nuts"
80520,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",4,V_F ," Vegetables, fruit, nuts"
80530,"(-2001) Lemons (Citrus limon, Citrus limonum) and limes (C",4,V_F ," Vegetables, fruit, nuts"
80540,Grapefruit,4,V_F ," Vegetables, fruit, nuts"
80550,"(2002-) Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",4,V_F ," Vegetables, fruit, nuts"
80590,Other,4,V_F ," Vegetables, fruit, nuts"
80610,Fresh,4,V_F ," Vegetables, fruit, nuts"
80620,Dried,4,V_F ," Vegetables, fruit, nuts"
80710,"(-1995) Melons and watermelons, fresh",4,V_F ," Vegetables, fruit, nuts"
80711,(1996-) Watermelons,4,V_F ," Vegetables, fruit, nuts"
80719,(1996-) Other,4,V_F ," Vegetables, fruit, nuts"
80720,Papaws (papayas),4,V_F ," Vegetables, fruit, nuts"
80810,Apples,4,V_F ," Vegetables, fruit, nuts"
80820,Pears and quinces,4,V_F ," Vegetables, fruit, nuts"
80910,Apricots,4,V_F ," Vegetables, fruit, nuts"
80920,Cherries,4,V_F ," Vegetables, fruit, nuts"
80930,"Peaches, including nectarines",4,V_F ," Vegetables, fruit, nuts"
80940,Plums and sloes,4,V_F ," Vegetables, fruit, nuts"
81010,Strawberries,4,V_F ," Vegetables, fruit, nuts"
81020,"Raspberries, blackberries, mulberries and loganberries",4,V_F ," Vegetables, fruit, nuts"
81030,"(-2006) Black, white or red currants and gooseberries",4,V_F ," Vegetables, fruit, nuts"
81040,"Cranberries, bilberries and other fruits of the genus Vaccinium",4,V_F ," Vegetables, fruit, nuts"
81050,(1996-) Kiwifruit,4,V_F ," Vegetables, fruit, nuts"
81060,(2002-) Durians,4,V_F ," Vegetables, fruit, nuts"
81090,Other,4,V_F ," Vegetables, fruit, nuts"
81110,Strawberries,25,OFD , Food products n.e.c.
81120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",25,OFD , Food products n.e.c.
81190,Other,25,OFD , Food products n.e.c.
81210,Cherries,25,OFD , Food products n.e.c.
81220,(-2001) Strawberries,25,OFD , Food products n.e.c.
81290,Other,25,OFD , Food products n.e.c.
81310,Apricots,4,V_F ," Vegetables, fruit, nuts"
81320,Prunes,4,V_F ," Vegetables, fruit, nuts"
81330,Apples,4,V_F ," Vegetables, fruit, nuts"
81340,Other fruit,4,V_F ," Vegetables, fruit, nuts"
81350,Mixtures of nuts or dried fruits of this Chapter,4,V_F ," Vegetables, fruit, nuts"
81400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",25,OFD , Food products n.e.c.
90111,Not decaffeinated,8,OCR , Crops n.e.c.
90112,Decaffeinated,25,OFD , Food products n.e.c.
