hs6,chn3_tariff_increase,chn34_tariff_increase,chn16_tariff_increase,EU1_tariff_increase,EU2_tariff_increase,mexb_tariff_increase,uscn34_tariff_increase,uscn16_tariff_increase,can_tariff_increase,chn60b1_tariff_increase,chn60b2_tariff_increase,us200b1_tariff_increase,us200b2_tariff_increase,us300b1_tariff_increase,us300b2_tariff_increase,chn75b1_tariff_increase,chn75b2_tariff_increase,us_sa_tariff_increase,india_tariff_increase,turkey_tariff_increase
293942,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293943,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293944,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293949,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293961,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293962,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293963,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293971,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293979,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293991,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00
294110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
294200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300211,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300213,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300214,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300219,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
300320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
300331,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300339,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300341,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300342,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300343,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300349,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
300420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
300431,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300442,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300443,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
300620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
300670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300691,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
300692,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
310100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
310221,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310229,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310260,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
310530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
310540,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310551,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310559,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
310590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.15,0.05,0.00,0.00,0.00,0.00
320412,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320414,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320415,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.15,0.00,0.05,0.00,0.00,0.00,0.00
320416,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320417,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.15,0.05,0.00,0.00,0.00,0.00
320420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.15,0.05,0.00,0.00,0.00,0.00
320490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320611,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320619,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320641,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320642,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320740,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
320990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
321290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
321390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
321410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321511,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
321590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.10,0.15,0.00,0.00,0.07,0.00,0.00,0.00,0.00
330112,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00,0.00
330113,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.00
330119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00,0.00
330124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00,0.00
330125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
330129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.00,0.00,0.15,0.15,0.05,0.00,0.00,0.00,0.00
330130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00,0.00
330190,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.07,0.10,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00,0.00
330210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
330290,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
330410,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.30
330420,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.30
330430,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.10,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.30
330491,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.30
330499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.05,0.00,0.00,0.00,0.30
330510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
330520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
330530,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
330590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
330610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
330620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00,0.00
330690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
330710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
330720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
330730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
