hs6,chn3_tariff_increase,chn34_tariff_increase,chn16_tariff_increase,EU1_tariff_increase,EU2_tariff_increase,mexb_tariff_increase,uscn34_tariff_increase,uscn16_tariff_increase,can_tariff_increase,chn60b1_tariff_increase,chn60b2_tariff_increase,us200b1_tariff_increase,us200b2_tariff_increase,us300b1_tariff_increase,us300b2_tariff_increase,chn75b1_tariff_increase,chn75b2_tariff_increase,us_sa_tariff_increase,india_tariff_increase,turkey_tariff_increase
847740,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
847751,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847759,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847780,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847790,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
847890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
847910,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.10,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00
847920,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
847930,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
847940,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
847950,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
847971,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
847979,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
847981,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847982,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847989,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.09,0.11,0.10,0.15,0.15,0.00,0.00,0.10,0.00,0.00,0.10
847990,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.10,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
848010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848020,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848030,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
848041,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848049,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848050,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
848071,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
848079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
848110,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848120,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848130,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848140,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848190,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.08,0.10,0.15,0.15,0.00,0.00,0.05,0.00,0.00,0.00
848210,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.09,0.11,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848220,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848230,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848240,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848250,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848280,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848291,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848299,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848330,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848340,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.12,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848350,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848360,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848390,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
848410,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848420,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848490,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848710,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848790,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850110,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850120,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850131,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850132,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
850133,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850134,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850151,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850152,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850153,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850162,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850163,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850164,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.00
850211,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850212,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850213,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.00
850220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850231,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850239,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850240,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850300,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.15,0.00,0.00,0.05,0.00,0.00,0.00
850421,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850422,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850423,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850431,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850432,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
850433,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850434,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850440,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.09,0.11,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850490,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.14,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850511,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.00,0.08,0.00,0.00,0.00
850519,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850520,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850590,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850610,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.00,0.08,0.00,0.00,0.00
850630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850640,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850650,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850660,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850690,0.00,0.00,0.00,0.00,0.10,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00
850710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.15,0.00,0.00,0.05,0.00,0.00,0.00
850740,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850760,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
850780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850790,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
850811,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
850819,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
850860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850870,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850940,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00
850980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.15,0.00,0.07,0.00,0.00,0.00
850990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
851020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00
851090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.08,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.15,0.00,0.00,0.05,0.00,0.00,0.00
851220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.00,0.00,0.00,0.15,0.00,0.08,0.00,0.00,0.00
851390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851410,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
851420,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851430,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851440,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851490,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851511,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851519,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851521,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851529,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851531,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851539,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851580,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.13,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
851590,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.15,0.00,0.10,0.05,0.00,0.00,0.00
851621,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.10,0.15,0.00,0.00,0.10,0.07,0.00,0.00,0.00
851631,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00
851632,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00
851633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.10,0.00,0.00,0.00
851640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00
851650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00
851660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.15,0.00,0.05,0.00,0.00,0.00
851671,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.00,0.00,0.15,0.00,0.00,0.06,0.00,0.00,0.00
851672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.15,0.00,0.07,0.00,0.00,0.00
851679,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00
851680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
851711,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.00,0.00,0.10,0.00,0.00,0.00
851712,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00
