"","hs6","Tariff","tarrif_increase","date","imposed_by"
"35314",481810,"uscn34",0,20180706,"USA"
"35315",481820,"uscn34",0,20180706,"USA"
"35316",481830,"uscn34",0,20180706,"USA"
"35317",481850,"uscn34",0,20180706,"USA"
"35318",481890,"uscn34",0,20180706,"USA"
"35319",481910,"uscn34",0,20180706,"USA"
"35320",481920,"uscn34",0,20180706,"USA"
"35321",481930,"uscn34",0,20180706,"USA"
"35322",481940,"uscn34",0,20180706,"USA"
"35323",481950,"uscn34",0,20180706,"USA"
"35324",481960,"uscn34",0,20180706,"USA"
"35325",482010,"uscn34",0,20180706,"USA"
"35326",482020,"uscn34",0,20180706,"USA"
"35327",482030,"uscn34",0,20180706,"USA"
"35328",482040,"uscn34",0,20180706,"USA"
"35329",482050,"uscn34",0,20180706,"USA"
"35330",482090,"uscn34",0,20180706,"USA"
"35331",482110,"uscn34",0,20180706,"USA"
"35332",482190,"uscn34",0,20180706,"USA"
"35333",482210,"uscn34",0,20180706,"USA"
"35334",482290,"uscn34",0,20180706,"USA"
"35335",482320,"uscn34",0,20180706,"USA"
"35336",482340,"uscn34",0,20180706,"USA"
"35337",482361,"uscn34",0,20180706,"USA"
"35338",482369,"uscn34",0,20180706,"USA"
"35339",482370,"uscn34",0,20180706,"USA"
"35340",482390,"uscn34",0,20180706,"USA"
"35341",490110,"uscn34",0,20180706,"USA"
"35342",490191,"uscn34",0,20180706,"USA"
"35343",490199,"uscn34",0,20180706,"USA"
"35344",490210,"uscn34",0,20180706,"USA"
"35345",490290,"uscn34",0,20180706,"USA"
"35346",490300,"uscn34",0,20180706,"USA"
"35347",490400,"uscn34",0,20180706,"USA"
"35348",490510,"uscn34",0,20180706,"USA"
"35349",490591,"uscn34",0,20180706,"USA"
"35350",490599,"uscn34",0,20180706,"USA"
"35351",490600,"uscn34",0,20180706,"USA"
"35352",490700,"uscn34",0,20180706,"USA"
"35353",490810,"uscn34",0,20180706,"USA"
"35354",490890,"uscn34",0,20180706,"USA"
"35355",490900,"uscn34",0,20180706,"USA"
"35356",491000,"uscn34",0,20180706,"USA"
"35357",491110,"uscn34",0,20180706,"USA"
"35358",491191,"uscn34",0,20180706,"USA"
"35359",491199,"uscn34",0,20180706,"USA"
"35360",500100,"uscn34",0,20180706,"USA"
"35361",500200,"uscn34",0,20180706,"USA"
"35362",500300,"uscn34",0,20180706,"USA"
"35363",500400,"uscn34",0,20180706,"USA"
"35364",500500,"uscn34",0,20180706,"USA"
"35365",500600,"uscn34",0,20180706,"USA"
"35366",500710,"uscn34",0,20180706,"USA"
"35367",500720,"uscn34",0,20180706,"USA"
"35368",500790,"uscn34",0,20180706,"USA"
"35369",510111,"uscn34",0,20180706,"USA"
"35370",510119,"uscn34",0,20180706,"USA"
"35371",510121,"uscn34",0,20180706,"USA"
"35372",510129,"uscn34",0,20180706,"USA"
"35373",510130,"uscn34",0,20180706,"USA"
"35374",510211,"uscn34",0,20180706,"USA"
"35375",510219,"uscn34",0,20180706,"USA"
"35376",510220,"uscn34",0,20180706,"USA"
"35377",510310,"uscn34",0,20180706,"USA"
"35378",510320,"uscn34",0,20180706,"USA"
"35379",510330,"uscn34",0,20180706,"USA"
"35380",510400,"uscn34",0,20180706,"USA"
"35381",510510,"uscn34",0,20180706,"USA"
"35382",510521,"uscn34",0,20180706,"USA"
"35383",510529,"uscn34",0,20180706,"USA"
"35384",510531,"uscn34",0,20180706,"USA"
"35385",510539,"uscn34",0,20180706,"USA"
"35386",510540,"uscn34",0,20180706,"USA"
"35387",510610,"uscn34",0,20180706,"USA"
"35388",510620,"uscn34",0,20180706,"USA"
"35389",510710,"uscn34",0,20180706,"USA"
"35390",510720,"uscn34",0,20180706,"USA"
"35391",510810,"uscn34",0,20180706,"USA"
"35392",510820,"uscn34",0,20180706,"USA"
"35393",510910,"uscn34",0,20180706,"USA"
"35394",510990,"uscn34",0,20180706,"USA"
"35395",511000,"uscn34",0,20180706,"USA"
"35396",511111,"uscn34",0,20180706,"USA"
"35397",511119,"uscn34",0,20180706,"USA"
"35398",511120,"uscn34",0,20180706,"USA"
"35399",511130,"uscn34",0,20180706,"USA"
"35400",511190,"uscn34",0,20180706,"USA"
"35401",511211,"uscn34",0,20180706,"USA"
"35402",511219,"uscn34",0,20180706,"USA"
"35403",511220,"uscn34",0,20180706,"USA"
"35404",511230,"uscn34",0,20180706,"USA"
"35405",511290,"uscn34",0,20180706,"USA"
"35406",511300,"uscn34",0,20180706,"USA"
"35407",520100,"uscn34",0,20180706,"USA"
"35408",520210,"uscn34",0,20180706,"USA"
"35409",520291,"uscn34",0,20180706,"USA"
"35410",520299,"uscn34",0,20180706,"USA"
"35411",520300,"uscn34",0,20180706,"USA"
"35412",520411,"uscn34",0,20180706,"USA"
"35413",520419,"uscn34",0,20180706,"USA"
"35414",520420,"uscn34",0,20180706,"USA"
"35415",520511,"uscn34",0,20180706,"USA"
"35416",520512,"uscn34",0,20180706,"USA"
"35417",520513,"uscn34",0,20180706,"USA"
"35418",520514,"uscn34",0,20180706,"USA"
"35419",520515,"uscn34",0,20180706,"USA"
"35420",520521,"uscn34",0,20180706,"USA"
"35421",520522,"uscn34",0,20180706,"USA"
"35422",520523,"uscn34",0,20180706,"USA"
"35423",520524,"uscn34",0,20180706,"USA"
"35424",520526,"uscn34",0,20180706,"USA"
"35425",520527,"uscn34",0,20180706,"USA"
"35426",520528,"uscn34",0,20180706,"USA"
"35427",520531,"uscn34",0,20180706,"USA"
"35428",520532,"uscn34",0,20180706,"USA"
"35429",520533,"uscn34",0,20180706,"USA"
"35430",520534,"uscn34",0,20180706,"USA"
"35431",520535,"uscn34",0,20180706,"USA"
"35432",520541,"uscn34",0,20180706,"USA"
"35433",520542,"uscn34",0,20180706,"USA"
"35434",520543,"uscn34",0,20180706,"USA"
"35435",520544,"uscn34",0,20180706,"USA"
"35436",520546,"uscn34",0,20180706,"USA"
"35437",520547,"uscn34",0,20180706,"USA"
"35438",520548,"uscn34",0,20180706,"USA"
"35439",520611,"uscn34",0,20180706,"USA"
"35440",520612,"uscn34",0,20180706,"USA"
"35441",520613,"uscn34",0,20180706,"USA"
"35442",520614,"uscn34",0,20180706,"USA"
"35443",520615,"uscn34",0,20180706,"USA"
"35444",520621,"uscn34",0,20180706,"USA"
"35445",520622,"uscn34",0,20180706,"USA"
"35446",520623,"uscn34",0,20180706,"USA"
"35447",520624,"uscn34",0,20180706,"USA"
"35448",520625,"uscn34",0,20180706,"USA"
"35449",520631,"uscn34",0,20180706,"USA"
"35450",520632,"uscn34",0,20180706,"USA"
"35451",520633,"uscn34",0,20180706,"USA"
"35452",520634,"uscn34",0,20180706,"USA"
"35453",520635,"uscn34",0,20180706,"USA"
"35454",520641,"uscn34",0,20180706,"USA"
"35455",520642,"uscn34",0,20180706,"USA"
"35456",520643,"uscn34",0,20180706,"USA"
"35457",520644,"uscn34",0,20180706,"USA"
"35458",520645,"uscn34",0,20180706,"USA"
"35459",520710,"uscn34",0,20180706,"USA"
"35460",520790,"uscn34",0,20180706,"USA"
"35461",520811,"uscn34",0,20180706,"USA"
"35462",520812,"uscn34",0,20180706,"USA"
"35463",520813,"uscn34",0,20180706,"USA"
"35464",520819,"uscn34",0,20180706,"USA"
"35465",520821,"uscn34",0,20180706,"USA"
"35466",520822,"uscn34",0,20180706,"USA"
"35467",520823,"uscn34",0,20180706,"USA"
"35468",520829,"uscn34",0,20180706,"USA"
"35469",520831,"uscn34",0,20180706,"USA"
"35470",520832,"uscn34",0,20180706,"USA"
"35471",520833,"uscn34",0,20180706,"USA"
"35472",520839,"uscn34",0,20180706,"USA"
"35473",520841,"uscn34",0,20180706,"USA"
"35474",520842,"uscn34",0,20180706,"USA"
"35475",520843,"uscn34",0,20180706,"USA"
"35476",520849,"uscn34",0,20180706,"USA"
"35477",520851,"uscn34",0,20180706,"USA"
"35478",520852,"uscn34",0,20180706,"USA"
"35479",520859,"uscn34",0,20180706,"USA"
"35480",520911,"uscn34",0,20180706,"USA"
"35481",520912,"uscn34",0,20180706,"USA"
"35482",520919,"uscn34",0,20180706,"USA"
"35483",520921,"uscn34",0,20180706,"USA"
"35484",520922,"uscn34",0,20180706,"USA"
"35485",520929,"uscn34",0,20180706,"USA"
"35486",520931,"uscn34",0,20180706,"USA"
"35487",520932,"uscn34",0,20180706,"USA"
"35488",520939,"uscn34",0,20180706,"USA"
"35489",520941,"uscn34",0,20180706,"USA"
"35490",520942,"uscn34",0,20180706,"USA"
"35491",520943,"uscn34",0,20180706,"USA"
"35492",520949,"uscn34",0,20180706,"USA"
"35493",520951,"uscn34",0,20180706,"USA"
"35494",520952,"uscn34",0,20180706,"USA"
"35495",520959,"uscn34",0,20180706,"USA"
"35496",521011,"uscn34",0,20180706,"USA"
"35497",521019,"uscn34",0,20180706,"USA"
"35498",521021,"uscn34",0,20180706,"USA"
"35499",521029,"uscn34",0,20180706,"USA"
"35500",521031,"uscn34",0,20180706,"USA"
"35501",521032,"uscn34",0,20180706,"USA"
"35502",521039,"uscn34",0,20180706,"USA"
"35503",521041,"uscn34",0,20180706,"USA"
"35504",521049,"uscn34",0,20180706,"USA"
"35505",521051,"uscn34",0,20180706,"USA"
"35506",521059,"uscn34",0,20180706,"USA"
"35507",521111,"uscn34",0,20180706,"USA"
"35508",521112,"uscn34",0,20180706,"USA"
"35509",521119,"uscn34",0,20180706,"USA"
"35510",521120,"uscn34",0,20180706,"USA"
"35511",521131,"uscn34",0,20180706,"USA"
"35512",521132,"uscn34",0,20180706,"USA"
"35513",521139,"uscn34",0,20180706,"USA"
"35514",521141,"uscn34",0,20180706,"USA"
"35515",521142,"uscn34",0,20180706,"USA"
"35516",521143,"uscn34",0,20180706,"USA"
"35517",521149,"uscn34",0,20180706,"USA"
"35518",521151,"uscn34",0,20180706,"USA"
"35519",521152,"uscn34",0,20180706,"USA"
"35520",521159,"uscn34",0,20180706,"USA"
"35521",521211,"uscn34",0,20180706,"USA"
"35522",521212,"uscn34",0,20180706,"USA"
"35523",521213,"uscn34",0,20180706,"USA"
"35524",521214,"uscn34",0,20180706,"USA"
"35525",521215,"uscn34",0,20180706,"USA"
"35526",521221,"uscn34",0,20180706,"USA"
"35527",521222,"uscn34",0,20180706,"USA"
"35528",521223,"uscn34",0,20180706,"USA"
"35529",521224,"uscn34",0,20180706,"USA"
"35530",521225,"uscn34",0,20180706,"USA"
"35531",530110,"uscn34",0,20180706,"USA"
"35532",530121,"uscn34",0,20180706,"USA"
"35533",530129,"uscn34",0,20180706,"USA"
"35534",530130,"uscn34",0,20180706,"USA"
"35535",530210,"uscn34",0,20180706,"USA"
"35536",530290,"uscn34",0,20180706,"USA"
"35537",530310,"uscn34",0,20180706,"USA"
"35538",530390,"uscn34",0,20180706,"USA"
"35539",530500,"uscn34",0,20180706,"USA"
"35540",530610,"uscn34",0,20180706,"USA"
"35541",530620,"uscn34",0,20180706,"USA"
"35542",530710,"uscn34",0,20180706,"USA"
"35543",530720,"uscn34",0,20180706,"USA"
"35544",530810,"uscn34",0,20180706,"USA"
"35545",530820,"uscn34",0,20180706,"USA"
"35546",530890,"uscn34",0,20180706,"USA"
"35547",530911,"uscn34",0,20180706,"USA"
"35548",530919,"uscn34",0,20180706,"USA"
"35549",530921,"uscn34",0,20180706,"USA"
"35550",530929,"uscn34",0,20180706,"USA"
"35551",531010,"uscn34",0,20180706,"USA"
"35552",531090,"uscn34",0,20180706,"USA"
"35553",531100,"uscn34",0,20180706,"USA"
"35554",540110,"uscn34",0,20180706,"USA"
"35555",540120,"uscn34",0,20180706,"USA"
"35556",540211,"uscn34",0,20180706,"USA"
"35557",540219,"uscn34",0,20180706,"USA"
"35558",540220,"uscn34",0,20180706,"USA"
"35559",540231,"uscn34",0,20180706,"USA"
"35560",540232,"uscn34",0,20180706,"USA"
"35561",540233,"uscn34",0,20180706,"USA"
"35562",540234,"uscn34",0,20180706,"USA"
"35563",540239,"uscn34",0,20180706,"USA"
"35564",540244,"uscn34",0,20180706,"USA"
"35565",540245,"uscn34",0,20180706,"USA"
"35566",540246,"uscn34",0,20180706,"USA"
"35567",540247,"uscn34",0,20180706,"USA"
"35568",540248,"uscn34",0,20180706,"USA"
"35569",540249,"uscn34",0,20180706,"USA"
"35570",540251,"uscn34",0,20180706,"USA"
"35571",540252,"uscn34",0,20180706,"USA"
"35572",540253,"uscn34",0,20180706,"USA"
"35573",540259,"uscn34",0,20180706,"USA"
"35574",540261,"uscn34",0,20180706,"USA"
"35575",540262,"uscn34",0,20180706,"USA"
"35576",540263,"uscn34",0,20180706,"USA"
"35577",540269,"uscn34",0,20180706,"USA"
"35578",540310,"uscn34",0,20180706,"USA"
"35579",540331,"uscn34",0,20180706,"USA"
"35580",540332,"uscn34",0,20180706,"USA"
"35581",540333,"uscn34",0,20180706,"USA"
"35582",540339,"uscn34",0,20180706,"USA"
"35583",540341,"uscn34",0,20180706,"USA"
"35584",540342,"uscn34",0,20180706,"USA"
"35585",540349,"uscn34",0,20180706,"USA"
"35586",540411,"uscn34",0,20180706,"USA"
"35587",540412,"uscn34",0,20180706,"USA"
"35588",540419,"uscn34",0,20180706,"USA"
"35589",540490,"uscn34",0,20180706,"USA"
"35590",540500,"uscn34",0,20180706,"USA"
"35591",540600,"uscn34",0,20180706,"USA"
"35592",540710,"uscn34",0,20180706,"USA"
"35593",540720,"uscn34",0,20180706,"USA"
"35594",540730,"uscn34",0,20180706,"USA"
"35595",540741,"uscn34",0,20180706,"USA"
"35596",540742,"uscn34",0,20180706,"USA"
"35597",540743,"uscn34",0,20180706,"USA"
"35598",540744,"uscn34",0,20180706,"USA"
"35599",540751,"uscn34",0,20180706,"USA"
"35600",540752,"uscn34",0,20180706,"USA"
"35601",540753,"uscn34",0,20180706,"USA"
"35602",540754,"uscn34",0,20180706,"USA"
"35603",540761,"uscn34",0,20180706,"USA"
"35604",540769,"uscn34",0,20180706,"USA"
"35605",540771,"uscn34",0,20180706,"USA"
"35606",540772,"uscn34",0,20180706,"USA"
"35607",540773,"uscn34",0,20180706,"USA"
"35608",540774,"uscn34",0,20180706,"USA"
"35609",540781,"uscn34",0,20180706,"USA"
"35610",540782,"uscn34",0,20180706,"USA"
"35611",540783,"uscn34",0,20180706,"USA"
"35612",540784,"uscn34",0,20180706,"USA"
"35613",540791,"uscn34",0,20180706,"USA"
"35614",540792,"uscn34",0,20180706,"USA"
"35615",540793,"uscn34",0,20180706,"USA"
"35616",540794,"uscn34",0,20180706,"USA"
"35617",540810,"uscn34",0,20180706,"USA"
"35618",540821,"uscn34",0,20180706,"USA"
"35619",540822,"uscn34",0,20180706,"USA"
"35620",540823,"uscn34",0,20180706,"USA"
"35621",540824,"uscn34",0,20180706,"USA"
"35622",540831,"uscn34",0,20180706,"USA"
"35623",540832,"uscn34",0,20180706,"USA"
"35624",540833,"uscn34",0,20180706,"USA"
"35625",540834,"uscn34",0,20180706,"USA"
"35626",550110,"uscn34",0,20180706,"USA"
"35627",550120,"uscn34",0,20180706,"USA"
"35628",550130,"uscn34",0,20180706,"USA"
"35629",550140,"uscn34",0,20180706,"USA"
"35630",550190,"uscn34",0,20180706,"USA"
"35631",550200,"uscn34",0,20180706,"USA"
"35632",550210,"uscn34",0,20180706,"USA"
"35633",550290,"uscn34",0,20180706,"USA"
"35634",550311,"uscn34",0,20180706,"USA"
"35635",550319,"uscn34",0,20180706,"USA"
"35636",550320,"uscn34",0,20180706,"USA"
"35637",550330,"uscn34",0,20180706,"USA"
"35638",550340,"uscn34",0,20180706,"USA"
"35639",550390,"uscn34",0,20180706,"USA"
"35640",550410,"uscn34",0,20180706,"USA"
"35641",550490,"uscn34",0,20180706,"USA"
"35642",550510,"uscn34",0,20180706,"USA"
"35643",550520,"uscn34",0,20180706,"USA"
"35644",550610,"uscn34",0,20180706,"USA"
"35645",550620,"uscn34",0,20180706,"USA"
"35646",550630,"uscn34",0,20180706,"USA"
"35647",550640,"uscn34",0,20180706,"USA"
"35648",550690,"uscn34",0,20180706,"USA"
"35649",550700,"uscn34",0,20180706,"USA"
"35650",550810,"uscn34",0,20180706,"USA"
"35651",550820,"uscn34",0,20180706,"USA"
"35652",550911,"uscn34",0,20180706,"USA"
"35653",550912,"uscn34",0,20180706,"USA"
"35654",550921,"uscn34",0,20180706,"USA"
"35655",550922,"uscn34",0,20180706,"USA"
"35656",550931,"uscn34",0,20180706,"USA"
"35657",550932,"uscn34",0,20180706,"USA"
"35658",550941,"uscn34",0,20180706,"USA"
"35659",550942,"uscn34",0,20180706,"USA"
"35660",550951,"uscn34",0,20180706,"USA"
"35661",550952,"uscn34",0,20180706,"USA"
"35662",550953,"uscn34",0,20180706,"USA"
"35663",550959,"uscn34",0,20180706,"USA"
"35664",550961,"uscn34",0,20180706,"USA"
"35665",550962,"uscn34",0,20180706,"USA"
"35666",550969,"uscn34",0,20180706,"USA"
"35667",550991,"uscn34",0,20180706,"USA"
"35668",550992,"uscn34",0,20180706,"USA"
"35669",550999,"uscn34",0,20180706,"USA"
"35670",551011,"uscn34",0,20180706,"USA"
"35671",551012,"uscn34",0,20180706,"USA"
"35672",551020,"uscn34",0,20180706,"USA"
"35673",551030,"uscn34",0,20180706,"USA"
"35674",551090,"uscn34",0,20180706,"USA"
"35675",551110,"uscn34",0,20180706,"USA"
"35676",551120,"uscn34",0,20180706,"USA"
"35677",551130,"uscn34",0,20180706,"USA"
"35678",551211,"uscn34",0,20180706,"USA"
"35679",551219,"uscn34",0,20180706,"USA"
"35680",551221,"uscn34",0,20180706,"USA"
"35681",551229,"uscn34",0,20180706,"USA"
"35682",551291,"uscn34",0,20180706,"USA"
"35683",551299,"uscn34",0,20180706,"USA"
"35684",551311,"uscn34",0,20180706,"USA"
"35685",551312,"uscn34",0,20180706,"USA"
"35686",551313,"uscn34",0,20180706,"USA"
"35687",551319,"uscn34",0,20180706,"USA"
"35688",551321,"uscn34",0,20180706,"USA"
"35689",551323,"uscn34",0,20180706,"USA"
"35690",551329,"uscn34",0,20180706,"USA"
"35691",551331,"uscn34",0,20180706,"USA"
"35692",551339,"uscn34",0,20180706,"USA"
"35693",551341,"uscn34",0,20180706,"USA"
"35694",551349,"uscn34",0,20180706,"USA"
"35695",551411,"uscn34",0,20180706,"USA"
"35696",551412,"uscn34",0,20180706,"USA"
"35697",551419,"uscn34",0,20180706,"USA"
"35698",551421,"uscn34",0,20180706,"USA"
"35699",551422,"uscn34",0,20180706,"USA"
"35700",551423,"uscn34",0,20180706,"USA"
"35701",551429,"uscn34",0,20180706,"USA"
"35702",551430,"uscn34",0,20180706,"USA"
"35703",551441,"uscn34",0,20180706,"USA"
"35704",551442,"uscn34",0,20180706,"USA"
"35705",551443,"uscn34",0,20180706,"USA"
"35706",551449,"uscn34",0,20180706,"USA"
"35707",551511,"uscn34",0,20180706,"USA"
"35708",551512,"uscn34",0,20180706,"USA"
"35709",551513,"uscn34",0,20180706,"USA"
"35710",551519,"uscn34",0,20180706,"USA"
"35711",551521,"uscn34",0,20180706,"USA"
"35712",551522,"uscn34",0,20180706,"USA"
"35713",551529,"uscn34",0,20180706,"USA"
"35714",551591,"uscn34",0,20180706,"USA"
"35715",551599,"uscn34",0,20180706,"USA"
"35716",551611,"uscn34",0,20180706,"USA"
"35717",551612,"uscn34",0,20180706,"USA"
"35718",551613,"uscn34",0,20180706,"USA"
"35719",551614,"uscn34",0,20180706,"USA"
"35720",551621,"uscn34",0,20180706,"USA"
"35721",551622,"uscn34",0,20180706,"USA"
"35722",551623,"uscn34",0,20180706,"USA"
"35723",551624,"uscn34",0,20180706,"USA"
"35724",551631,"uscn34",0,20180706,"USA"
"35725",551632,"uscn34",0,20180706,"USA"
"35726",551633,"uscn34",0,20180706,"USA"
"35727",551634,"uscn34",0,20180706,"USA"
"35728",551641,"uscn34",0,20180706,"USA"
"35729",551642,"uscn34",0,20180706,"USA"
"35730",551643,"uscn34",0,20180706,"USA"
"35731",551644,"uscn34",0,20180706,"USA"
"35732",551691,"uscn34",0,20180706,"USA"
"35733",551692,"uscn34",0,20180706,"USA"
"35734",551693,"uscn34",0,20180706,"USA"
"35735",551694,"uscn34",0,20180706,"USA"
"35736",560121,"uscn34",0,20180706,"USA"
"35737",560122,"uscn34",0,20180706,"USA"
"35738",560129,"uscn34",0,20180706,"USA"
"35739",560130,"uscn34",0,20180706,"USA"
"35740",560210,"uscn34",0,20180706,"USA"
"35741",560221,"uscn34",0,20180706,"USA"
"35742",560229,"uscn34",0,20180706,"USA"
"35743",560290,"uscn34",0,20180706,"USA"
"35744",560311,"uscn34",0,20180706,"USA"
"35745",560312,"uscn34",0,20180706,"USA"
"35746",560313,"uscn34",0,20180706,"USA"
"35747",560314,"uscn34",0,20180706,"USA"
"35748",560391,"uscn34",0,20180706,"USA"
"35749",560392,"uscn34",0,20180706,"USA"
"35750",560393,"uscn34",0,20180706,"USA"
"35751",560394,"uscn34",0,20180706,"USA"
"35752",560410,"uscn34",0,20180706,"USA"
"35753",560490,"uscn34",0,20180706,"USA"
"35754",560500,"uscn34",0,20180706,"USA"
"35755",560600,"uscn34",0,20180706,"USA"
"35756",560721,"uscn34",0,20180706,"USA"
"35757",560729,"uscn34",0,20180706,"USA"
"35758",560741,"uscn34",0,20180706,"USA"
"35759",560749,"uscn34",0,20180706,"USA"
"35760",560750,"uscn34",0,20180706,"USA"
"35761",560790,"uscn34",0,20180706,"USA"
"35762",560811,"uscn34",0,20180706,"USA"
"35763",560819,"uscn34",0,20180706,"USA"
"35764",560890,"uscn34",0,20180706,"USA"
"35765",560900,"uscn34",0,20180706,"USA"
"35766",570110,"uscn34",0,20180706,"USA"
"35767",570190,"uscn34",0,20180706,"USA"
"35768",570210,"uscn34",0,20180706,"USA"
"35769",570220,"uscn34",0,20180706,"USA"
"35770",570231,"uscn34",0,20180706,"USA"
"35771",570232,"uscn34",0,20180706,"USA"
"35772",570239,"uscn34",0,20180706,"USA"
"35773",570241,"uscn34",0,20180706,"USA"
"35774",570242,"uscn34",0,20180706,"USA"
"35775",570249,"uscn34",0,20180706,"USA"
"35776",570250,"uscn34",0,20180706,"USA"
"35777",570291,"uscn34",0,20180706,"USA"
"35778",570292,"uscn34",0,20180706,"USA"
"35779",570299,"uscn34",0,20180706,"USA"
"35780",570310,"uscn34",0,20180706,"USA"
"35781",570320,"uscn34",0,20180706,"USA"
"35782",570330,"uscn34",0,20180706,"USA"
"35783",570390,"uscn34",0,20180706,"USA"
"35784",570410,"uscn34",0,20180706,"USA"
"35785",570420,"uscn34",0,20180706,"USA"
"35786",570490,"uscn34",0,20180706,"USA"
"35787",570500,"uscn34",0,20180706,"USA"
"35788",580110,"uscn34",0,20180706,"USA"
"35789",580121,"uscn34",0,20180706,"USA"
"35790",580122,"uscn34",0,20180706,"USA"
"35791",580123,"uscn34",0,20180706,"USA"
"35792",580126,"uscn34",0,20180706,"USA"
"35793",580127,"uscn34",0,20180706,"USA"
"35794",580131,"uscn34",0,20180706,"USA"
"35795",580132,"uscn34",0,20180706,"USA"
"35796",580133,"uscn34",0,20180706,"USA"
"35797",580136,"uscn34",0,20180706,"USA"
"35798",580137,"uscn34",0,20180706,"USA"
"35799",580190,"uscn34",0,20180706,"USA"
"35800",580211,"uscn34",0,20180706,"USA"
"35801",580219,"uscn34",0,20180706,"USA"
"35802",580220,"uscn34",0,20180706,"USA"
"35803",580230,"uscn34",0,20180706,"USA"
"35804",580300,"uscn34",0,20180706,"USA"
"35805",580410,"uscn34",0,20180706,"USA"
"35806",580421,"uscn34",0,20180706,"USA"
"35807",580429,"uscn34",0,20180706,"USA"
"35808",580430,"uscn34",0,20180706,"USA"
"35809",580500,"uscn34",0,20180706,"USA"
"35810",580610,"uscn34",0,20180706,"USA"
"35811",580620,"uscn34",0,20180706,"USA"
"35812",580631,"uscn34",0,20180706,"USA"
"35813",580632,"uscn34",0,20180706,"USA"
"35814",580639,"uscn34",0,20180706,"USA"
"35815",580640,"uscn34",0,20180706,"USA"
"35816",580710,"uscn34",0,20180706,"USA"
"35817",580790,"uscn34",0,20180706,"USA"
"35818",580810,"uscn34",0,20180706,"USA"
"35819",580890,"uscn34",0,20180706,"USA"
"35820",580900,"uscn34",0,20180706,"USA"
"35821",581010,"uscn34",0,20180706,"USA"
"35822",581091,"uscn34",0,20180706,"USA"
"35823",581092,"uscn34",0,20180706,"USA"
"35824",581099,"uscn34",0,20180706,"USA"
"35825",581100,"uscn34",0,20180706,"USA"
"35826",590110,"uscn34",0,20180706,"USA"
"35827",590190,"uscn34",0,20180706,"USA"
"35828",590210,"uscn34",0,20180706,"USA"
"35829",590220,"uscn34",0,20180706,"USA"
"35830",590290,"uscn34",0,20180706,"USA"
"35831",590310,"uscn34",0,20180706,"USA"
"35832",590320,"uscn34",0,20180706,"USA"
"35833",590390,"uscn34",0,20180706,"USA"
"35834",590410,"uscn34",0,20180706,"USA"
"35835",590490,"uscn34",0,20180706,"USA"
"35836",590500,"uscn34",0,20180706,"USA"
"35837",590610,"uscn34",0,20180706,"USA"
"35838",590691,"uscn34",0,20180706,"USA"
"35839",590699,"uscn34",0,20180706,"USA"
"35840",590700,"uscn34",0,20180706,"USA"
"35841",590800,"uscn34",0,20180706,"USA"
"35842",590900,"uscn34",0,20180706,"USA"
"35843",591000,"uscn34",0,20180706,"USA"
"35844",591110,"uscn34",0,20180706,"USA"
"35845",591120,"uscn34",0,20180706,"USA"
"35846",591131,"uscn34",0,20180706,"USA"
"35847",591132,"uscn34",0,20180706,"USA"
"35848",591140,"uscn34",0,20180706,"USA"
"35849",591190,"uscn34",0,20180706,"USA"
"35850",600110,"uscn34",0,20180706,"USA"
"35851",600121,"uscn34",0,20180706,"USA"
"35852",600122,"uscn34",0,20180706,"USA"
"35853",600129,"uscn34",0,20180706,"USA"
"35854",600191,"uscn34",0,20180706,"USA"
"35855",600192,"uscn34",0,20180706,"USA"
"35856",600199,"uscn34",0,20180706,"USA"
"35857",600240,"uscn34",0,20180706,"USA"
"35858",600290,"uscn34",0,20180706,"USA"
"35859",600310,"uscn34",0,20180706,"USA"
"35860",600320,"uscn34",0,20180706,"USA"
"35861",600330,"uscn34",0,20180706,"USA"
"35862",600340,"uscn34",0,20180706,"USA"
"35863",600390,"uscn34",0,20180706,"USA"
"35864",600410,"uscn34",0,20180706,"USA"
"35865",600490,"uscn34",0,20180706,"USA"
"35866",600521,"uscn34",0,20180706,"USA"
"35867",600522,"uscn34",0,20180706,"USA"
"35868",600523,"uscn34",0,20180706,"USA"
"35869",600524,"uscn34",0,20180706,"USA"
"35870",600531,"uscn34",0,20180706,"USA"
"35871",600532,"uscn34",0,20180706,"USA"
"35872",600533,"uscn34",0,20180706,"USA"
"35873",600534,"uscn34",0,20180706,"USA"
"35874",600535,"uscn34",0,20180706,"USA"
"35875",600536,"uscn34",0,20180706,"USA"
"35876",600537,"uscn34",0,20180706,"USA"
"35877",600538,"uscn34",0,20180706,"USA"
"35878",600539,"uscn34",0,20180706,"USA"
"35879",600541,"uscn34",0,20180706,"USA"
"35880",600542,"uscn34",0,20180706,"USA"
"35881",600543,"uscn34",0,20180706,"USA"
"35882",600544,"uscn34",0,20180706,"USA"
"35883",600590,"uscn34",0,20180706,"USA"
"35884",600610,"uscn34",0,20180706,"USA"
"35885",600621,"uscn34",0,20180706,"USA"
"35886",600622,"uscn34",0,20180706,"USA"
"35887",600623,"uscn34",0,20180706,"USA"
"35888",600624,"uscn34",0,20180706,"USA"
"35889",600631,"uscn34",0,20180706,"USA"
"35890",600632,"uscn34",0,20180706,"USA"
"35891",600633,"uscn34",0,20180706,"USA"
"35892",600634,"uscn34",0,20180706,"USA"
"35893",600641,"uscn34",0,20180706,"USA"
"35894",600642,"uscn34",0,20180706,"USA"
"35895",600643,"uscn34",0,20180706,"USA"
