"","X","hs4","Tariff","imposed_by","Date","effective_tariff_increase","perc_change_tariff","TIER.1.DESCRIPTION","Sector","Product.Description"
"1838",1838,"2842","chn60b1","CHN",2018-09-24,0.1,10,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides."
"1839",1839,"2842","chn60b2","CHN",2019-05-13,0.114597731961166,11.4597731961166,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides."
"1840",1840,"2842","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides."
"1841",1841,"2842","chn75b2","CHN",2019-12-15,0.0243295532686099,2.43295532686099,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides."
"1842",1842,"2843","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1843",1843,"2843","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1844",1844,"2843","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1845",1845,"2843","chn60b1","CHN",2018-09-24,0.0500915325380386,5.00915325380386,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1846",1846,"2843","chn60b2","CHN",2019-05-13,0.032704322185625,3.2704322185625,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1847",1847,"2843","chn75b1","CHN",2019-09-01,0.0824297245715092,8.24297245715092,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1848",1848,"2843","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals."
"1849",1849,"2844","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1850",1850,"2844","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1851",1851,"2844","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1852",1852,"2844","chn60b1","CHN",2018-09-24,0.0985557360134237,9.85557360134237,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1853",1853,"2844","chn60b2","CHN",2019-05-13,0.146389340033559,14.6389340033559,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1854",1854,"2844","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1855",1855,"2844","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products."
"1856",1856,"2845","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1857",1857,"2845","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1858",1858,"2845","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1859",1859,"2845","chn60b1","CHN",2018-09-24,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1860",1860,"2845","chn60b2","CHN",2019-05-13,0.000561853144498447,0.0561853144498447,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1861",1861,"2845","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1862",1862,"2845","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined."
"1863",1863,"2846","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1864",1864,"2846","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1865",1865,"2846","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1866",1866,"2846","chn60b1","CHN",2018-09-24,0.0789240293466913,7.89240293466913,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1867",1867,"2846","chn60b2","CHN",2019-05-13,0.126772088040074,12.6772088040074,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1868",1868,"2846","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1869",1869,"2846","chn75b2","CHN",2019-12-15,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals."
"1870",1870,"2847","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1871",1871,"2847","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1872",1872,"2847","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1873",1873,"2847","chn60b1","CHN",2018-09-24,0.1,10,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1874",1874,"2847","chn60b2","CHN",2019-05-13,0.15,15,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1875",1875,"2847","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1876",1876,"2847","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrogen peroxide, whether or not solidified with urea."
"1877",1877,"2848","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1878",1878,"2848","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1879",1879,"2848","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1880",1880,"2848","chn60b1","CHN",2018-09-24,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1881",1881,"2848","chn60b2","CHN",2019-05-13,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1882",1882,"2848","chn75b1","CHN",2019-09-01,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1883",1883,"2848","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Phosphides, whether or not chemically defined, excluding ferrophosphorus."
"1884",1884,"2849","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1885",1885,"2849","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1886",1886,"2849","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1887",1887,"2849","chn60b1","CHN",2018-09-24,0.0826614504319491,8.26614504319491,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1888",1888,"2849","chn60b2","CHN",2019-05-13,0.0989640004078958,9.89640004078958,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1889",1889,"2849","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1890",1890,"2849","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Carbides, whether or not chemically defined."
"1891",1891,"2850","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1892",1892,"2850","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1893",1893,"2850","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1894",1894,"2850","chn60b1","CHN",2018-09-24,0.07,7,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1895",1895,"2850","chn60b2","CHN",2019-05-13,0.1,10,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1896",1896,"2850","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1897",1897,"2850","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49."
"1898",1898,"2852","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1899",1899,"2852","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1900",1900,"2852","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1901",1901,"2852","chn60b1","CHN",2018-09-24,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1902",1902,"2852","chn60b2","CHN",2019-05-13,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1903",1903,"2852","chn75b1","CHN",2019-09-01,0.05,5,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1904",1904,"2852","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Compounds, inorganic or organic, of mercury, excluding amalgams."
"1905",1905,"2853","chn16","CHN",2018-08-08,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1906",1906,"2853","chn3","CHN",2018-04-02,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1907",1907,"2853","chn34","CHN",2018-07-06,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1908",1908,"2853","chn60b1","CHN",2018-09-24,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1909",1909,"2853","chn60b2","CHN",2019-05-13,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1910",1910,"2853","chn75b1","CHN",2019-09-01,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1911",1911,"2853","chn75b2","CHN",2019-12-15,0,0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Chemicals","Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals."
"1912",1912,"2901","chn16","CHN",2018-08-08,0.0608926104913478,6.08926104913478,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1913",1913,"2901","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1914",1914,"2901","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1915",1915,"2901","chn60b1","CHN",2018-09-24,0.0594460783469034,5.94460783469034,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1916",1916,"2901","chn60b2","CHN",2019-05-13,0.107969891915187,10.7969891915187,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1917",1917,"2901","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1918",1918,"2901","chn75b2","CHN",2019-12-15,0.0719361821404077,7.19361821404077,"Organic chemicals","Chemicals","Acyclic hydrocarbons."
"1919",1919,"2902","chn16","CHN",2018-08-08,0.18800922530349,18.800922530349,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1920",1920,"2902","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1921",1921,"2902","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1922",1922,"2902","chn60b1","CHN",2018-09-24,0.0240264844202358,2.40264844202358,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1923",1923,"2902","chn60b2","CHN",2019-05-13,0.035646677670725,3.5646677670725,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1924",1924,"2902","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1925",1925,"2902","chn75b2","CHN",2019-12-15,0.00384912729184074,0.384912729184074,"Organic chemicals","Chemicals","Cyclic hydrocarbons."
"1926",1926,"2903","chn16","CHN",2018-08-08,0.164431500795259,16.4431500795259,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1927",1927,"2903","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1928",1928,"2903","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1929",1929,"2903","chn60b1","CHN",2018-09-24,0.0192326763179366,1.92326763179366,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1930",1930,"2903","chn60b2","CHN",2019-05-13,0.00921460043745605,0.921460043745605,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1931",1931,"2903","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1932",1932,"2903","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Halogenated derivatives of hydrocarbons."
"1933",1933,"2904","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1934",1934,"2904","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1935",1935,"2904","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1936",1936,"2904","chn60b1","CHN",2018-09-24,0.0464692688989659,4.64692688989659,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1937",1937,"2904","chn60b2","CHN",2019-05-13,0.0463643074919433,4.63643074919433,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1938",1938,"2904","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1939",1939,"2904","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated."
"1940",1940,"2905","chn16","CHN",2018-08-08,0.11298639129925,11.298639129925,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1941",1941,"2905","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1942",1942,"2905","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1943",1943,"2905","chn60b1","CHN",2018-09-24,0.042229354049639,4.2229354049639,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1944",1944,"2905","chn60b2","CHN",2019-05-13,0.0551507767014557,5.51507767014557,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1945",1945,"2905","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1946",1946,"2905","chn75b2","CHN",2019-12-15,0.00407532455361598,0.407532455361598,"Organic chemicals","Chemicals","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1947",1947,"2906","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1948",1948,"2906","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1949",1949,"2906","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1950",1950,"2906","chn60b1","CHN",2018-09-24,0.0813583105938942,8.13583105938942,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1951",1951,"2906","chn60b2","CHN",2019-05-13,0.102918859345296,10.2918859345296,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1952",1952,"2906","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1953",1953,"2906","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1954",1954,"2907","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1955",1955,"2907","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1956",1956,"2907","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1957",1957,"2907","chn60b1","CHN",2018-09-24,0.0585676293402846,5.85676293402846,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1958",1958,"2907","chn60b2","CHN",2019-05-13,0.066534620919888,6.6534620919888,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1959",1959,"2907","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1960",1960,"2907","chn75b2","CHN",2019-12-15,0.0114666226332052,1.14666226332052,"Organic chemicals","Chemicals","Phenols; phenol-alcohols."
"1961",1961,"2908","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"1962",1962,"2908","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"1963",1963,"2908","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"1964",1964,"2908","chn60b1","CHN",2018-09-24,0.0531897975472151,5.31897975472151,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"1965",1965,"2908","chn60b2","CHN",2019-05-13,0.0563795950944301,5.63795950944301,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
