gtap,tariff_name,tariff_increase_,exporter,importer,date
PCR,us_QAT_sa,0.00,QAT,USA,20180323
GDT,us_QAT_sa,0.00,QAT,USA,20180323
NMM,us_QAT_sa,0.00,QAT,USA,20180323
SGR,us_QAT_sa,0.00,QAT,USA,20180323
CRP,us_QAT_sa,0.00,QAT,USA,20180323
V_F,us_QAT_sa,0.00,QAT,USA,20180323
FMP,us_QAT_sa,0.00,QAT,USA,20180323
MIL,us_QAT_sa,0.00,QAT,USA,20180323
B_T,us_QAT_sa,0.00,QAT,USA,20180323
FRS,us_QAT_sa,0.00,QAT,USA,20180323
OMN,us_QAT_sa,0.00,QAT,USA,20180323
OAP,us_QAT_sa,0.00,QAT,USA,20180323
OMT,us_QAT_sa,0.00,QAT,USA,20180323
WAP,us_QAT_sa,0.00,QAT,USA,20180323
PPP,us_ROW_sa,0.00,ROW,USA,20180323
WAP,us_ROW_sa,0.00,ROW,USA,20180323
B_T,us_ROW_sa,0.00,ROW,USA,20180323
WOL,us_ROW_sa,0.00,ROW,USA,20180323
MIL,us_ROW_sa,0.00,ROW,USA,20180323
NMM,us_ROW_sa,0.00,ROW,USA,20180323
OSD,us_ROW_sa,0.00,ROW,USA,20180323
OTN,us_ROW_sa,0.00,ROW,USA,20180323
OMN,us_ROW_sa,0.00,ROW,USA,20180323
LUM,us_ROW_sa,0.00,ROW,USA,20180323
LEA,us_ROW_sa,0.00,ROW,USA,20180323
OFD,us_ROW_sa,0.00,ROW,USA,20180323
TEX,us_ROW_sa,0.00,ROW,USA,20180323
OAP,us_ROW_sa,0.00,ROW,USA,20180323
OCR,us_ROW_sa,0.00,ROW,USA,20180323
OMF,us_ROW_sa,0.00,ROW,USA,20180323
COA,us_ROW_sa,0.00,ROW,USA,20180323
CTL,us_ROW_sa,0.00,ROW,USA,20180323
ELY,us_ROW_sa,0.00,ROW,USA,20180323
VOL,us_ROW_sa,0.00,ROW,USA,20180323
CMT,us_ROW_sa,0.00,ROW,USA,20180323
SGR,us_ROW_sa,0.00,ROW,USA,20180323
GAS,us_ROW_sa,0.00,ROW,USA,20180323
PFB,us_ROW_sa,0.00,ROW,USA,20180323
MVH,us_ROW_sa,0.00,ROW,USA,20180323
NFM,us_ROW_sa,0.02,ROW,USA,20180323
P_C,us_ROW_sa,0.00,ROW,USA,20180323
V_F,us_ROW_sa,0.00,ROW,USA,20180323
I_S,us_ROW_sa,0.18,ROW,USA,20180323
OMT,us_ROW_sa,0.00,ROW,USA,20180323
FRS,us_ROW_sa,0.00,ROW,USA,20180323
ELE,us_ROW_sa,0.00,ROW,USA,20180323
PCR,us_ROW_sa,0.00,ROW,USA,20180323
FSH,us_ROW_sa,0.00,ROW,USA,20180323
WHT,us_ROW_sa,0.00,ROW,USA,20180323
GDT,us_ROW_sa,0.00,ROW,USA,20180323
OIL,us_ROW_sa,0.00,ROW,USA,20180323
OME,us_ROW_sa,0.00,ROW,USA,20180323
C_B,us_ROW_sa,0.00,ROW,USA,20180323
PDR,us_ROW_sa,0.00,ROW,USA,20180323
GRO,us_ROW_sa,0.00,ROW,USA,20180323
CRP,us_ROW_sa,0.00,ROW,USA,20180323
FMP,us_ROW_sa,0.00,ROW,USA,20180323
OSD,us_RUS_sa,0.00,RUS,USA,20180323
TEX,us_RUS_sa,0.00,RUS,USA,20180323
OME,us_RUS_sa,0.00,RUS,USA,20180323
WOL,us_RUS_sa,0.00,RUS,USA,20180323
SGR,us_RUS_sa,0.00,RUS,USA,20180323
GDT,us_RUS_sa,0.00,RUS,USA,20180323
CTL,us_RUS_sa,0.00,RUS,USA,20180323
OAP,us_RUS_sa,0.00,RUS,USA,20180323
MIL,us_RUS_sa,0.00,RUS,USA,20180323
LUM,us_RUS_sa,0.00,RUS,USA,20180323
C_B,us_RUS_sa,0.00,RUS,USA,20180323
OMF,us_RUS_sa,0.00,RUS,USA,20180323
NFM,us_RUS_sa,0.06,RUS,USA,20180323
COA,us_RUS_sa,0.00,RUS,USA,20180323
OCR,us_RUS_sa,0.00,RUS,USA,20180323
PFB,us_RUS_sa,0.00,RUS,USA,20180323
I_S,us_RUS_sa,0.12,RUS,USA,20180323
P_C,us_RUS_sa,0.00,RUS,USA,20180323
V_F,us_RUS_sa,0.00,RUS,USA,20180323
VOL,us_RUS_sa,0.00,RUS,USA,20180323
MVH,us_RUS_sa,0.00,RUS,USA,20180323
GAS,us_RUS_sa,0.00,RUS,USA,20180323
PCR,us_RUS_sa,0.00,RUS,USA,20180323
FSH,us_RUS_sa,0.00,RUS,USA,20180323
CRP,us_RUS_sa,0.00,RUS,USA,20180323
OTN,us_RUS_sa,0.00,RUS,USA,20180323
GRO,us_RUS_sa,0.00,RUS,USA,20180323
FMP,us_RUS_sa,0.01,RUS,USA,20180323
PPP,us_RUS_sa,0.00,RUS,USA,20180323
OFD,us_RUS_sa,0.00,RUS,USA,20180323
OMN,us_RUS_sa,0.00,RUS,USA,20180323
LEA,us_RUS_sa,0.00,RUS,USA,20180323
PDR,us_RUS_sa,0.00,RUS,USA,20180323
B_T,us_RUS_sa,0.00,RUS,USA,20180323
WHT,us_RUS_sa,0.00,RUS,USA,20180323
FRS,us_RUS_sa,0.00,RUS,USA,20180323
OMT,us_RUS_sa,0.00,RUS,USA,20180323
ELE,us_RUS_sa,0.00,RUS,USA,20180323
NMM,us_RUS_sa,0.00,RUS,USA,20180323
WAP,us_RUS_sa,0.00,RUS,USA,20180323
OIL,us_RUS_sa,0.00,RUS,USA,20180323
ELY,us_RUS_sa,0.00,RUS,USA,20180323
CMT,us_RUS_sa,0.00,RUS,USA,20180323
FMP,us_THA_sa,0.00,THA,USA,20180323
LUM,us_THA_sa,0.00,THA,USA,20180323
COA,us_THA_sa,0.00,THA,USA,20180323
OMN,us_THA_sa,0.00,THA,USA,20180323
ELY,us_THA_sa,0.00,THA,USA,20180323
C_B,us_THA_sa,0.00,THA,USA,20180323
GAS,us_THA_sa,0.00,THA,USA,20180323
NMM,us_THA_sa,0.00,THA,USA,20180323
OIL,us_THA_sa,0.00,THA,USA,20180323
CTL,us_THA_sa,0.00,THA,USA,20180323
GDT,us_THA_sa,0.00,THA,USA,20180323
PDR,us_THA_sa,0.00,THA,USA,20180323
MIL,us_THA_sa,0.00,THA,USA,20180323
MVH,us_THA_sa,0.00,THA,USA,20180323
OAP,us_THA_sa,0.00,THA,USA,20180323
CMT,us_THA_sa,0.00,THA,USA,20180323
I_S,us_THA_sa,0.19,THA,USA,20180323
FRS,us_THA_sa,0.00,THA,USA,20180323
FSH,us_THA_sa,0.00,THA,USA,20180323
PPP,us_THA_sa,0.00,THA,USA,20180323
B_T,us_THA_sa,0.00,THA,USA,20180323
WAP,us_THA_sa,0.00,THA,USA,20180323
OMF,us_THA_sa,0.00,THA,USA,20180323
PCR,us_THA_sa,0.00,THA,USA,20180323
WOL,us_THA_sa,0.00,THA,USA,20180323
OCR,us_THA_sa,0.00,THA,USA,20180323
TEX,us_THA_sa,0.00,THA,USA,20180323
CRP,us_THA_sa,0.00,THA,USA,20180323
OSD,us_THA_sa,0.00,THA,USA,20180323
LEA,us_THA_sa,0.00,THA,USA,20180323
PFB,us_THA_sa,0.00,THA,USA,20180323
OMT,us_THA_sa,0.00,THA,USA,20180323
OFD,us_THA_sa,0.00,THA,USA,20180323
OME,us_THA_sa,0.00,THA,USA,20180323
NFM,us_THA_sa,0.02,THA,USA,20180323
VOL,us_THA_sa,0.00,THA,USA,20180323
ELE,us_THA_sa,0.00,THA,USA,20180323
SGR,us_THA_sa,0.00,THA,USA,20180323
V_F,us_THA_sa,0.00,THA,USA,20180323
GRO,us_THA_sa,0.00,THA,USA,20180323
WHT,us_THA_sa,0.00,THA,USA,20180323
P_C,us_THA_sa,0.00,THA,USA,20180323
OTN,us_THA_sa,0.00,THA,USA,20180323
PCR,us_TUR_sa,0.00,TUR,USA,20180323
CTL,us_TUR_sa,0.00,TUR,USA,20180323
WAP,us_TUR_sa,0.00,TUR,USA,20180323
OME,us_TUR_sa,0.00,TUR,USA,20180323
NMM,us_TUR_sa,0.00,TUR,USA,20180323
B_T,us_TUR_sa,0.00,TUR,USA,20180323
TEX,us_TUR_sa,0.00,TUR,USA,20180323
CMT,us_TUR_sa,0.00,TUR,USA,20180323
OIL,us_TUR_sa,0.00,TUR,USA,20180323
GAS,us_TUR_sa,0.00,TUR,USA,20180323
ELY,us_TUR_sa,0.00,TUR,USA,20180323
OMF,us_TUR_sa,0.00,TUR,USA,20180323
PPP,us_TUR_sa,0.00,TUR,USA,20180323
I_S,us_TUR_sa,0.24,TUR,USA,20180323
VOL,us_TUR_sa,0.00,TUR,USA,20180323
GDT,us_TUR_sa,0.00,TUR,USA,20180323
OFD,us_TUR_sa,0.00,TUR,USA,20180323
FSH,us_TUR_sa,0.00,TUR,USA,20180323
OCR,us_TUR_sa,0.00,TUR,USA,20180323
COA,us_TUR_sa,0.00,TUR,USA,20180323
PDR,us_TUR_sa,0.00,TUR,USA,20180323
FRS,us_TUR_sa,0.00,TUR,USA,20180323
P_C,us_TUR_sa,0.00,TUR,USA,20180323
OMT,us_TUR_sa,0.00,TUR,USA,20180323
GRO,us_TUR_sa,0.00,TUR,USA,20180323
WHT,us_TUR_sa,0.00,TUR,USA,20180323
WOL,us_TUR_sa,0.00,TUR,USA,20180323
C_B,us_TUR_sa,0.00,TUR,USA,20180323
CRP,us_TUR_sa,0.00,TUR,USA,20180323
MVH,us_TUR_sa,0.00,TUR,USA,20180323
LUM,us_TUR_sa,0.00,TUR,USA,20180323
OAP,us_TUR_sa,0.00,TUR,USA,20180323
V_F,us_TUR_sa,0.00,TUR,USA,20180323
OTN,us_TUR_sa,0.00,TUR,USA,20180323
NFM,us_TUR_sa,0.04,TUR,USA,20180323
PFB,us_TUR_sa,0.00,TUR,USA,20180323
MIL,us_TUR_sa,0.00,TUR,USA,20180323
FMP,us_TUR_sa,0.00,TUR,USA,20180323
OMN,us_TUR_sa,0.00,TUR,USA,20180323
ELE,us_TUR_sa,0.00,TUR,USA,20180323
OSD,us_TUR_sa,0.00,TUR,USA,20180323
LEA,us_TUR_sa,0.00,TUR,USA,20180323
SGR,us_TUR_sa,0.00,TUR,USA,20180323
V_F,us_TWN_sa,0.00,TWN,USA,20180323
OCR,us_TWN_sa,0.00,TWN,USA,20180323
GDT,us_TWN_sa,0.00,TWN,USA,20180323
NFM,us_TWN_sa,0.02,TWN,USA,20180323
MVH,us_TWN_sa,0.00,TWN,USA,20180323
OMF,us_TWN_sa,0.00,TWN,USA,20180323
P_C,us_TWN_sa,0.00,TWN,USA,20180323
FRS,us_TWN_sa,0.00,TWN,USA,20180323
OMT,us_TWN_sa,0.00,TWN,USA,20180323
ELE,us_TWN_sa,0.00,TWN,USA,20180323
WAP,us_TWN_sa,0.00,TWN,USA,20180323
PCR,us_TWN_sa,0.00,TWN,USA,20180323
GAS,us_TWN_sa,0.00,TWN,USA,20180323
PFB,us_TWN_sa,0.00,TWN,USA,20180323
OME,us_TWN_sa,0.00,TWN,USA,20180323
VOL,us_TWN_sa,0.00,TWN,USA,20180323
C_B,us_TWN_sa,0.00,TWN,USA,20180323
I_S,us_TWN_sa,0.22,TWN,USA,20180323
OFD,us_TWN_sa,0.00,TWN,USA,20180323
WHT,us_TWN_sa,0.00,TWN,USA,20180323
SGR,us_TWN_sa,0.00,TWN,USA,20180323
CRP,us_TWN_sa,0.00,TWN,USA,20180323
TEX,us_TWN_sa,0.00,TWN,USA,20180323
B_T,us_TWN_sa,0.00,TWN,USA,20180323
PDR,us_TWN_sa,0.00,TWN,USA,20180323
GRO,us_TWN_sa,0.00,TWN,USA,20180323
COA,us_TWN_sa,0.00,TWN,USA,20180323
MIL,us_TWN_sa,0.00,TWN,USA,20180323
OTN,us_TWN_sa,0.00,TWN,USA,20180323
OSD,us_TWN_sa,0.00,TWN,USA,20180323
LEA,us_TWN_sa,0.00,TWN,USA,20180323
CTL,us_TWN_sa,0.00,TWN,USA,20180323
PPP,us_TWN_sa,0.00,TWN,USA,20180323
ELY,us_TWN_sa,0.00,TWN,USA,20180323
CMT,us_TWN_sa,0.00,TWN,USA,20180323
OMN,us_TWN_sa,0.00,TWN,USA,20180323
OIL,us_TWN_sa,0.00,TWN,USA,20180323
NMM,us_TWN_sa,0.00,TWN,USA,20180323
FSH,us_TWN_sa,0.00,TWN,USA,20180323
LUM,us_TWN_sa,0.00,TWN,USA,20180323
WOL,us_TWN_sa,0.00,TWN,USA,20180323
FMP,us_TWN_sa,0.00,TWN,USA,20180323
OAP,us_TWN_sa,0.00,TWN,USA,20180323
FSH,us_VEN_sa,0.00,VEN,USA,20180323
CTL,us_VEN_sa,0.00,VEN,USA,20180323
GDT,us_VEN_sa,0.00,VEN,USA,20180323
B_T,us_VEN_sa,0.00,VEN,USA,20180323
LUM,us_VEN_sa,0.00,VEN,USA,20180323
PCR,us_VEN_sa,0.00,VEN,USA,20180323
OIL,us_VEN_sa,0.00,VEN,USA,20180323
TEX,us_VEN_sa,0.00,VEN,USA,20180323
PPP,us_VEN_sa,0.00,VEN,USA,20180323
NMM,us_VEN_sa,0.00,VEN,USA,20180323
CRP,us_VEN_sa,0.00,VEN,USA,20180323
ELY,us_VEN_sa,0.00,VEN,USA,20180323
GRO,us_VEN_sa,0.00,VEN,USA,20180323
GAS,us_VEN_sa,0.00,VEN,USA,20180323
OMF,us_VEN_sa,0.00,VEN,USA,20180323
WHT,us_VEN_sa,0.00,VEN,USA,20180323
OTN,us_VEN_sa,0.00,VEN,USA,20180323
P_C,us_VEN_sa,0.00,VEN,USA,20180323
OCR,us_VEN_sa,0.00,VEN,USA,20180323
OMT,us_VEN_sa,0.00,VEN,USA,20180323
OMN,us_VEN_sa,0.00,VEN,USA,20180323
I_S,us_VEN_sa,0.04,VEN,USA,20180323
OFD,us_VEN_sa,0.00,VEN,USA,20180323
OAP,us_VEN_sa,0.00,VEN,USA,20180323
V_F,us_VEN_sa,0.00,VEN,USA,20180323
C_B,us_VEN_sa,0.00,VEN,USA,20180323
VOL,us_VEN_sa,0.00,VEN,USA,20180323
FRS,us_VEN_sa,0.00,VEN,USA,20180323
COA,us_VEN_sa,0.00,VEN,USA,20180323
WOL,us_VEN_sa,0.00,VEN,USA,20180323
PFB,us_VEN_sa,0.00,VEN,USA,20180323
FMP,us_VEN_sa,0.00,VEN,USA,20180323
LEA,us_VEN_sa,0.00,VEN,USA,20180323
MIL,us_VEN_sa,0.00,VEN,USA,20180323
ELE,us_VEN_sa,0.00,VEN,USA,20180323
NFM,us_VEN_sa,0.08,VEN,USA,20180323
CMT,us_VEN_sa,0.00,VEN,USA,20180323
OME,us_VEN_sa,0.00,VEN,USA,20180323
PDR,us_VEN_sa,0.00,VEN,USA,20180323
OSD,us_VEN_sa,0.00,VEN,USA,20180323
MVH,us_VEN_sa,0.00,VEN,USA,20180323
WAP,us_VEN_sa,0.00,VEN,USA,20180323
SGR,us_VEN_sa,0.00,VEN,USA,20180323
COA,us_VNM_sa,0.00,VNM,USA,20180323
OMF,us_VNM_sa,0.00,VNM,USA,20180323
OFD,us_VNM_sa,0.00,VNM,USA,20180323
I_S,us_VNM_sa,0.25,VNM,USA,20180323
NMM,us_VNM_sa,0.00,VNM,USA,20180323
GDT,us_VNM_sa,0.00,VNM,USA,20180323
MVH,us_VNM_sa,0.00,VNM,USA,20180323
GAS,us_VNM_sa,0.00,VNM,USA,20180323
FSH,us_VNM_sa,0.00,VNM,USA,20180323
ELE,us_VNM_sa,0.00,VNM,USA,20180323
CRP,us_VNM_sa,0.00,VNM,USA,20180323
TEX,us_VNM_sa,0.00,VNM,USA,20180323
LUM,us_VNM_sa,0.00,VNM,USA,20180323
PFB,us_VNM_sa,0.00,VNM,USA,20180323
LEA,us_VNM_sa,0.00,VNM,USA,20180323
FMP,us_VNM_sa,0.00,VNM,USA,20180323
CMT,us_VNM_sa,0.00,VNM,USA,20180323
VOL,us_VNM_sa,0.00,VNM,USA,20180323
OAP,us_VNM_sa,0.00,VNM,USA,20180323
ELY,us_VNM_sa,0.00,VNM,USA,20180323
OCR,us_VNM_sa,0.00,VNM,USA,20180323
NFM,us_VNM_sa,0.04,VNM,USA,20180323
PDR,us_VNM_sa,0.00,VNM,USA,20180323
C_B,us_VNM_sa,0.00,VNM,USA,20180323
OSD,us_VNM_sa,0.00,VNM,USA,20180323
SGR,us_VNM_sa,0.00,VNM,USA,20180323
CTL,us_VNM_sa,0.00,VNM,USA,20180323
OMT,us_VNM_sa,0.00,VNM,USA,20180323
OMN,us_VNM_sa,0.00,VNM,USA,20180323
PPP,us_VNM_sa,0.00,VNM,USA,20180323
OME,us_VNM_sa,0.00,VNM,USA,20180323
WHT,us_VNM_sa,0.00,VNM,USA,20180323
B_T,us_VNM_sa,0.00,VNM,USA,20180323
P_C,us_VNM_sa,0.00,VNM,USA,20180323
MIL,us_VNM_sa,0.00,VNM,USA,20180323
PCR,us_VNM_sa,0.00,VNM,USA,20180323
GRO,us_VNM_sa,0.00,VNM,USA,20180323
OIL,us_VNM_sa,0.00,VNM,USA,20180323
V_F,us_VNM_sa,0.00,VNM,USA,20180323
WOL,us_VNM_sa,0.00,VNM,USA,20180323
FRS,us_VNM_sa,0.00,VNM,USA,20180323
WAP,us_VNM_sa,0.00,VNM,USA,20180323
OTN,us_VNM_sa,0.00,VNM,USA,20180323
PPP,us_ZAF_sa,0.00,ZAF,USA,20180323
WHT,us_ZAF_sa,0.00,ZAF,USA,20180323
OFD,us_ZAF_sa,0.00,ZAF,USA,20180323
OCR,us_ZAF_sa,0.00,ZAF,USA,20180323
B_T,us_ZAF_sa,0.00,ZAF,USA,20180323
NFM,us_ZAF_sa,0.01,ZAF,USA,20180323
CTL,us_ZAF_sa,0.00,ZAF,USA,20180323
WOL,us_ZAF_sa,0.00,ZAF,USA,20180323
OSD,us_ZAF_sa,0.00,ZAF,USA,20180323
OME,us_ZAF_sa,0.00,ZAF,USA,20180323
TEX,us_ZAF_sa,0.00,ZAF,USA,20180323
P_C,us_ZAF_sa,0.00,ZAF,USA,20180323
LUM,us_ZAF_sa,0.00,ZAF,USA,20180323
FMP,us_ZAF_sa,0.00,ZAF,USA,20180323
FSH,us_ZAF_sa,0.00,ZAF,USA,20180323
GAS,us_ZAF_sa,0.00,ZAF,USA,20180323
FRS,us_ZAF_sa,0.00,ZAF,USA,20180323
PDR,us_ZAF_sa,0.00,ZAF,USA,20180323
ELE,us_ZAF_sa,0.00,ZAF,USA,20180323
PCR,us_ZAF_sa,0.00,ZAF,USA,20180323
CMT,us_ZAF_sa,0.00,ZAF,USA,20180323
MVH,us_ZAF_sa,0.00,ZAF,USA,20180323
ELY,us_ZAF_sa,0.00,ZAF,USA,20180323
OMF,us_ZAF_sa,0.00,ZAF,USA,20180323
COA,us_ZAF_sa,0.00,ZAF,USA,20180323
V_F,us_ZAF_sa,0.00,ZAF,USA,20180323
OIL,us_ZAF_sa,0.00,ZAF,USA,20180323
VOL,us_ZAF_sa,0.00,ZAF,USA,20180323
OMN,us_ZAF_sa,0.00,ZAF,USA,20180323
OTN,us_ZAF_sa,0.00,ZAF,USA,20180323
I_S,us_ZAF_sa,0.07,ZAF,USA,20180323
C_B,us_ZAF_sa,0.00,ZAF,USA,20180323
MIL,us_ZAF_sa,0.00,ZAF,USA,20180323
OAP,us_ZAF_sa,0.00,ZAF,USA,20180323
WAP,us_ZAF_sa,0.00,ZAF,USA,20180323
NMM,us_ZAF_sa,0.00,ZAF,USA,20180323
LEA,us_ZAF_sa,0.00,ZAF,USA,20180323
CRP,us_ZAF_sa,0.00,ZAF,USA,20180323
SGR,us_ZAF_sa,0.00,ZAF,USA,20180323
PFB,us_ZAF_sa,0.00,ZAF,USA,20180323
OMT,us_ZAF_sa,0.00,ZAF,USA,20180323
GDT,us_ZAF_sa,0.00,ZAF,USA,20180323
GRO,us_ZAF_sa,0.00,ZAF,USA,20180323
GRO,us_ca_sa,0.00,CAN,USA,20180601
GDT,us_ca_sa,0.00,CAN,USA,20180601
OMF,us_ca_sa,0.00,CAN,USA,20180601
FMP,us_ca_sa,0.00,CAN,USA,20180601
CRP,us_ca_sa,0.00,CAN,USA,20180601
I_S,us_ca_sa,0.20,CAN,USA,20180601
OSD,us_ca_sa,0.00,CAN,USA,20180601
OMN,us_ca_sa,0.00,CAN,USA,20180601
LEA,us_ca_sa,0.00,CAN,USA,20180601
WAP,us_ca_sa,0.00,CAN,USA,20180601
P_C,us_ca_sa,0.00,CAN,USA,20180601
WHT,us_ca_sa,0.00,CAN,USA,20180601
FSH,us_ca_sa,0.00,CAN,USA,20180601
V_F,us_ca_sa,0.00,CAN,USA,20180601
C_B,us_ca_sa,0.00,CAN,USA,20180601
OME,us_ca_sa,0.00,CAN,USA,20180601
OIL,us_ca_sa,0.00,CAN,USA,20180601
B_T,us_ca_sa,0.00,CAN,USA,20180601
COA,us_ca_sa,0.00,CAN,USA,20180601
ELY,us_ca_sa,0.00,CAN,USA,20180601
MVH,us_ca_sa,0.00,CAN,USA,20180601
PPP,us_ca_sa,0.00,CAN,USA,20180601
OTN,us_ca_sa,0.00,CAN,USA,20180601
MIL,us_ca_sa,0.00,CAN,USA,20180601
LUM,us_ca_sa,0.00,CAN,USA,20180601
OCR,us_ca_sa,0.00,CAN,USA,20180601
OAP,us_ca_sa,0.00,CAN,USA,20180601
PDR,us_ca_sa,0.00,CAN,USA,20180601
OMT,us_ca_sa,0.00,CAN,USA,20180601
GAS,us_ca_sa,0.00,CAN,USA,20180601
CTL,us_ca_sa,0.00,CAN,USA,20180601
NMM,us_ca_sa,0.00,CAN,USA,20180601
FRS,us_ca_sa,0.00,CAN,USA,20180601
TEX,us_ca_sa,0.00,CAN,USA,20180601
SGR,us_ca_sa,0.00,CAN,USA,20180601
WOL,us_ca_sa,0.00,CAN,USA,20180601
OFD,us_ca_sa,0.00,CAN,USA,20180601
PCR,us_ca_sa,0.00,CAN,USA,20180601
CMT,us_ca_sa,0.00,CAN,USA,20180601
VOL,us_ca_sa,0.00,CAN,USA,20180601
ELE,us_ca_sa,0.00,CAN,USA,20180601
NFM,us_ca_sa,0.04,CAN,USA,20180601
PFB,us_ca_sa,0.00,CAN,USA,20180601
OTN,us_cn_sa,0.00,CHN,USA,20180323
C_B,us_cn_sa,0.00,CHN,USA,20180323
LUM,us_cn_sa,0.00,CHN,USA,20180323
OIL,us_cn_sa,0.00,CHN,USA,20180323
WAP,us_cn_sa,0.00,CHN,USA,20180323
OAP,us_cn_sa,0.00,CHN,USA,20180323
OCR,us_cn_sa,0.00,CHN,USA,20180323
OSD,us_cn_sa,0.00,CHN,USA,20180323
MVH,us_cn_sa,0.00,CHN,USA,20180323
WOL,us_cn_sa,0.00,CHN,USA,20180323
FSH,us_cn_sa,0.00,CHN,USA,20180323
GRO,us_cn_sa,0.00,CHN,USA,20180323
V_F,us_cn_sa,0.00,CHN,USA,20180323
P_C,us_cn_sa,0.00,CHN,USA,20180323
FMP,us_cn_sa,0.00,CHN,USA,20180323
MIL,us_cn_sa,0.00,CHN,USA,20180323
PDR,us_cn_sa,0.00,CHN,USA,20180323
OMT,us_cn_sa,0.00,CHN,USA,20180323
WHT,us_cn_sa,0.00,CHN,USA,20180323
NFM,us_cn_sa,0.06,CHN,USA,20180323
GAS,us_cn_sa,0.00,CHN,USA,20180323
OMF,us_cn_sa,0.00,CHN,USA,20180323
OME,us_cn_sa,0.00,CHN,USA,20180323
OFD,us_cn_sa,0.00,CHN,USA,20180323
LEA,us_cn_sa,0.00,CHN,USA,20180323
PCR,us_cn_sa,0.00,CHN,USA,20180323
ELE,us_cn_sa,0.00,CHN,USA,20180323
CTL,us_cn_sa,0.00,CHN,USA,20180323
PPP,us_cn_sa,0.00,CHN,USA,20180323
NMM,us_cn_sa,0.00,CHN,USA,20180323
PFB,us_cn_sa,0.00,CHN,USA,20180323
B_T,us_cn_sa,0.00,CHN,USA,20180323
CRP,us_cn_sa,0.00,CHN,USA,20180323
I_S,us_cn_sa,0.13,CHN,USA,20180323
CMT,us_cn_sa,0.00,CHN,USA,20180323
GDT,us_cn_sa,0.00,CHN,USA,20180323
SGR,us_cn_sa,0.00,CHN,USA,20180323
OMN,us_cn_sa,0.00,CHN,USA,20180323
COA,us_cn_sa,0.00,CHN,USA,20180323
TEX,us_cn_sa,0.00,CHN,USA,20180323
FRS,us_cn_sa,0.00,CHN,USA,20180323
VOL,us_cn_sa,0.00,CHN,USA,20180323
ELY,us_cn_sa,0.00,CHN,USA,20180323
WOL,us_eu_sa,0.00,EUR,USA,20180601
CTL,us_eu_sa,0.00,EUR,USA,20180601
WAP,us_eu_sa,0.00,EUR,USA,20180601
B_T,us_eu_sa,0.00,EUR,USA,20180601
NFM,us_eu_sa,0.03,EUR,USA,20180601
LUM,us_eu_sa,0.00,EUR,USA,20180601
OAP,us_eu_sa,0.00,EUR,USA,20180601
FRS,us_eu_sa,0.00,EUR,USA,20180601
OFD,us_eu_sa,0.00,EUR,USA,20180601
CMT,us_eu_sa,0.00,EUR,USA,20180601
C_B,us_eu_sa,0.00,EUR,USA,20180601
GRO,us_eu_sa,0.00,EUR,USA,20180601
V_F,us_eu_sa,0.00,EUR,USA,20180601
FSH,us_eu_sa,0.00,EUR,USA,20180601
ELY,us_eu_sa,0.00,EUR,USA,20180601
ELE,us_eu_sa,0.00,EUR,USA,20180601
MIL,us_eu_sa,0.00,EUR,USA,20180601
VOL,us_eu_sa,0.00,EUR,USA,20180601
OMT,us_eu_sa,0.00,EUR,USA,20180601
PPP,us_eu_sa,0.00,EUR,USA,20180601
OIL,us_eu_sa,0.00,EUR,USA,20180601
OMF,us_eu_sa,0.00,EUR,USA,20180601
LEA,us_eu_sa,0.00,EUR,USA,20180601
WHT,us_eu_sa,0.00,EUR,USA,20180601
MVH,us_eu_sa,0.00,EUR,USA,20180601
GAS,us_eu_sa,0.00,EUR,USA,20180601
OTN,us_eu_sa,0.00,EUR,USA,20180601
FMP,us_eu_sa,0.00,EUR,USA,20180601
CRP,us_eu_sa,0.00,EUR,USA,20180601
OSD,us_eu_sa,0.00,EUR,USA,20180601
OME,us_eu_sa,0.00,EUR,USA,20180601
SGR,us_eu_sa,0.00,EUR,USA,20180601
I_S,us_eu_sa,0.19,EUR,USA,20180601
OMN,us_eu_sa,0.00,EUR,USA,20180601
GDT,us_eu_sa,0.00,EUR,USA,20180601
P_C,us_eu_sa,0.00,EUR,USA,20180601
PCR,us_eu_sa,0.00,EUR,USA,20180601
TEX,us_eu_sa,0.00,EUR,USA,20180601
PDR,us_eu_sa,0.00,EUR,USA,20180601
NMM,us_eu_sa,0.00,EUR,USA,20180601
PFB,us_eu_sa,0.00,EUR,USA,20180601
COA,us_eu_sa,0.00,EUR,USA,20180601
OCR,us_eu_sa,0.00,EUR,USA,20180601
NMM,us_mx_sa,0.00,MEX,USA,20180601
PCR,us_mx_sa,0.00,MEX,USA,20180601
B_T,us_mx_sa,0.00,MEX,USA,20180601
OMF,us_mx_sa,0.00,MEX,USA,20180601
GRO,us_mx_sa,0.00,MEX,USA,20180601
VOL,us_mx_sa,0.00,MEX,USA,20180601
OAP,us_mx_sa,0.00,MEX,USA,20180601
NFM,us_mx_sa,0.00,MEX,USA,20180601
CRP,us_mx_sa,0.00,MEX,USA,20180601
COA,us_mx_sa,0.00,MEX,USA,20180601
ELE,us_mx_sa,0.00,MEX,USA,20180601
WOL,us_mx_sa,0.00,MEX,USA,20180601
OCR,us_mx_sa,0.00,MEX,USA,20180601
OMN,us_mx_sa,0.00,MEX,USA,20180601
CTL,us_mx_sa,0.00,MEX,USA,20180601
FRS,us_mx_sa,0.00,MEX,USA,20180601
P_C,us_mx_sa,0.00,MEX,USA,20180601
TEX,us_mx_sa,0.00,MEX,USA,20180601
